sex,age,priors_count,race,c_charge_degree,twoyearrecid
Male,25.0,1.0,African-American,F,1
Male,26.0,0.0,African-American,F,1
Male,26.0,2.0,African-American,F,1
Male,37.0,0.0,African-American,F,1
Male,39.5,0.0,African-American,M,1
Male,18.0,0.0,African-American,M,1
Male,36.0,0.0,African-American,F,1
Male,38.0,0.0,African-American,F,1
Male,23.0,1.0,African-American,F,1
Male,24.0,1.0,African-American,F,1
Male,22.0,1.0,African-American,F,1
Male,18.0,1.0,African-American,F,1
Male,23.0,0.0,African-American,F,1
Male,51.0,3.0,African-American,F,1
Male,52.0,3.0,African-American,F,1
Male,50.0,3.0,African-American,F,1
Male,49.0,3.0,African-American,F,1
Male,51.0,4.0,African-American,F,1
Male,37.0,11.0,African-American,F,1
Male,38.0,11.0,African-American,F,1
Male,36.0,9.0,African-American,F,1
Male,18.0,11.0,African-American,F,1
Male,37.0,12.0,African-American,F,1
Male,21.0,1.0,African-American,F,1
Male,25.1,1.0,African-American,F,1
Male,21.0,0.0,African-American,F,1
Male,20.8,0.0,African-American,F,1
Male,18.0,2.0,African-American,F,1
Male,26.0,1.0,African-American,F,1
Male,27.0,1.0,African-American,F,1
Male,25.0,1.0,African-American,F,1
Male,26.0,0.0,African-American,F,1
Male,26.0,2.0,African-American,F,1
Male,55.0,15.0,African-American,F,1
Male,59.0,8.0,African-American,F,1
Male,18.0,11.0,African-American,M,1
Male,61.0,14.0,African-American,F,1
Male,56.0,16.0,African-American,F,1
Male,26.0,2.0,African-American,F,1
Male,27.0,2.0,African-American,F,1
Male,25.0,2.0,African-American,F,1
Male,26.0,1.0,African-American,F,1
Male,26.0,3.0,African-American,F,1
Male,28.0,8.0,African-American,F,1
Male,29.0,8.0,African-American,F,1
Male,27.0,8.0,African-American,F,1
Male,28.0,7.0,African-American,F,1
Male,28.0,9.0,African-American,F,1
Male,55.0,1.0,African-American,F,1
Male,54.0,1.0,African-American,F,1
Male,56.0,1.0,African-American,F,1
Male,57.0,1.0,African-American,F,1
Male,53.0,1.0,African-American,F,1
Male,34.0,19.0,African-American,F,1
Male,31.0,21.0,African-American,F,1
Male,31.0,15.0,African-American,F,1
Male,30.0,18.0,African-American,F,1
Male,29.0,17.0,African-American,F,1
Male,49.0,3.0,African-American,F,1
Male,49.0,3.0,African-American,M,1
Male,50.0,3.0,African-American,F,1
Male,51.0,3.0,African-American,F,1
Male,47.0,3.0,African-American,F,1
Male,37.0,4.0,African-American,F,1
Male,36.0,4.0,African-American,F,1
Male,38.0,4.0,African-American,F,1
Male,39.0,4.0,African-American,F,1
Male,35.0,4.0,African-American,F,1
Male,29.0,2.0,African-American,F,1
Male,30.0,2.0,African-American,F,1
Male,28.0,2.0,African-American,F,1
Male,29.0,1.0,African-American,F,1
Male,29.0,3.0,African-American,F,1
Male,26.0,5.0,African-American,F,1
Male,27.0,5.0,African-American,F,1
Male,25.0,5.0,African-American,F,1
Male,26.0,4.0,African-American,F,1
Male,26.0,6.0,African-American,F,1
Male,31.0,5.0,African-American,F,1
Male,32.0,5.0,African-American,F,1
Male,30.0,5.0,African-American,F,1
Male,26.2,5.0,African-American,F,1
Male,31.0,6.0,African-American,F,1
Male,21.0,1.0,African-American,F,1
Male,19.6,1.0,African-American,F,1
Male,18.0,1.0,African-American,F,1
Male,21.0,0.0,African-American,F,1
Male,18.0,1.0,African-American,M,1
Male,60.0,9.0,African-American,F,1
Male,56.0,9.0,African-American,F,1
Male,63.0,3.0,African-American,F,1
Male,18.0,9.0,African-American,F,1
Male,63.0,1.0,African-American,F,1
Male,26.0,27.0,African-American,F,1
Male,34.0,27.0,African-American,F,1
Male,18.0,27.0,African-American,F,1
Male,28.0,25.0,African-American,F,1
Male,27.0,25.0,African-American,F,1
Female,24.0,0.0,Caucasian,F,1
Female,23.0,0.0,Caucasian,F,1
Female,18.0,0.0,Caucasian,F,1
Female,30.7,0.0,Caucasian,F,1
Female,39.5,0.0,Caucasian,F,1
Male,35.0,2.0,African-American,F,1
Male,36.0,2.0,African-American,F,1
Male,34.0,2.0,African-American,F,1
Male,35.0,1.0,African-American,F,1
Male,35.0,3.0,African-American,F,1
Male,30.0,0.0,African-American,F,1
Male,31.0,0.0,African-American,F,1
Male,29.0,0.0,African-American,F,1
Male,25.0,0.0,African-American,F,1
Male,30.0,1.0,African-American,F,1
Male,54.0,0.0,African-American,F,1
Male,52.0,0.0,African-American,M,1
Male,51.0,0.0,African-American,M,1
Male,50.1,0.0,African-American,M,1
Male,65.1,0.0,African-American,M,1
Male,24.0,0.0,African-American,F,1
Male,20.3,0.0,African-American,F,1
Male,18.9,0.0,African-American,F,1
Male,24.0,1.0,African-American,F,1
Male,18.0,0.0,African-American,F,1
Male,25.0,9.0,African-American,M,1
Male,18.0,8.0,African-American,M,1
Male,25.0,6.0,African-American,M,1
Male,24.0,8.0,African-American,F,1
Male,27.0,8.0,African-American,F,1
Male,29.0,2.0,African-American,F,1
Male,53.7,2.0,African-American,M,1
Male,66.2,2.0,African-American,M,1
Male,30.0,2.0,African-American,F,1
Male,28.0,2.0,African-American,F,1
Male,34.0,4.0,African-American,F,1
Male,33.0,4.0,African-American,M,1
Male,32.0,4.0,African-American,M,1
Male,35.0,4.0,African-American,F,1
Male,33.0,4.0,African-American,F,1
Male,59.0,8.0,African-American,F,1
Male,54.0,9.0,African-American,F,1
Male,54.0,10.0,African-American,F,1
Male,67.4,8.0,African-American,F,1
Male,54.0,11.0,African-American,F,1
Male,27.0,1.0,African-American,F,1
Male,26.0,1.0,African-American,F,1
Male,27.0,0.0,African-American,F,1
Male,27.0,2.0,African-American,F,1
Male,18.0,0.0,African-American,F,1
Male,30.0,0.0,African-American,F,1
Male,29.0,0.0,African-American,F,1
Male,31.0,0.0,African-American,F,1
Male,30.0,1.0,African-American,F,1
Male,39.5,0.0,African-American,F,1
Male,26.0,7.0,African-American,F,1
Male,27.0,7.0,African-American,F,1
Male,25.0,7.0,African-American,F,1
Male,26.0,6.0,African-American,F,1
Male,18.0,7.0,African-American,F,1
Male,53.0,6.0,African-American,F,1
Male,52.0,6.0,African-American,F,1
Male,56.0,6.0,African-American,F,1
Male,53.0,5.0,African-American,F,1
Male,53.0,4.0,African-American,F,1
Male,30.0,1.0,African-American,F,1
Male,31.0,1.0,African-American,F,1
Male,29.0,1.0,African-American,F,1
Male,30.0,0.0,African-American,F,1
Male,30.0,2.0,African-American,F,1
Female,47.0,0.0,Caucasian,F,1
Female,45.0,0.0,Caucasian,F,1
Female,44.0,0.0,Caucasian,F,1
Female,18.0,0.0,Caucasian,F,1
Male,46.0,0.0,African-American,F,1
Male,22.0,1.0,African-American,F,1
Male,23.0,1.0,African-American,F,1
Male,21.0,1.0,African-American,F,1
Male,18.0,1.0,African-American,F,1
Male,22.0,0.0,African-American,F,1
Male,27.0,1.0,African-American,F,1
Male,26.0,1.0,African-American,F,1
Male,23.9,1.0,African-American,F,1
Male,27.0,2.0,African-American,F,1
Male,27.0,0.0,African-American,F,1
Male,21.0,0.0,African-American,F,1
Male,18.0,0.0,African-American,F,1
Male,21.1,3.0,African-American,M,1
Male,18.0,3.0,African-American,M,1
Female,21.0,0.0,Caucasian,F,1
Female,49.0,0.0,Caucasian,F,1
Female,18.0,0.0,Caucasian,F,1
Male,52.0,0.0,African-American,F,1
Female,78.2,1.0,Caucasian,F,1
Female,58.2,5.0,Caucasian,F,1
Male,42.0,0.0,African-American,F,1
Male,41.0,0.0,African-American,F,1
Male,43.0,0.0,African-American,F,1
Male,44.0,0.0,African-American,F,1
Male,40.0,0.0,African-American,F,1
Male,32.0,14.0,African-American,F,1
Male,30.0,14.0,African-American,F,1
Male,32.0,12.0,African-American,F,1
Male,31.0,15.0,African-American,F,1
Male,34.0,15.0,African-American,F,1
Male,46.3,13.0,African-American,F,1
Male,24.0,12.0,African-American,F,1
Male,28.0,12.0,African-American,F,1
Male,26.0,15.0,African-American,F,1
Male,27.0,11.0,African-American,F,1
Male,48.0,6.0,African-American,F,1
Male,45.0,6.0,African-American,F,1
Male,47.0,5.0,African-American,F,1
Male,47.0,4.0,African-American,F,1
Male,47.0,3.0,African-American,F,1
Male,36.0,9.0,African-American,F,1
Male,35.0,9.0,African-American,F,1
Male,34.0,9.0,African-American,F,1
Male,38.0,9.0,African-American,F,1
Male,39.0,9.0,African-American,F,1
Male,44.0,0.0,African-American,F,1
Male,43.0,0.0,African-American,F,1
Male,45.0,0.0,African-American,F,1
Male,46.0,0.0,African-American,F,1
Male,42.0,0.0,African-American,F,1
Male,37.0,11.0,African-American,F,1
Male,38.0,11.0,African-American,F,1
Male,36.0,9.0,African-American,F,1
Male,18.0,11.0,African-American,F,1
Male,37.0,12.0,African-American,F,1
Male,52.0,0.0,African-American,M,1
Male,18.0,0.0,African-American,M,1
Male,54.0,0.0,African-American,F,1
Male,52.0,0.0,African-American,F,1
Male,55.0,0.0,African-American,F,1
Male,20.0,0.0,African-American,F,1
Male,20.0,0.0,African-American,M,1
Male,19.8,0.0,African-American,F,1
Male,21.0,0.0,African-American,F,1
Male,18.0,0.0,African-American,F,1
Male,29.0,1.0,African-American,F,1
Male,30.0,1.0,African-American,F,1
Male,28.0,1.0,African-American,F,1
Male,29.0,0.0,African-American,F,1
Male,29.0,2.0,African-American,F,1
Male,37.0,3.0,African-American,F,1
Male,39.0,3.0,African-American,F,1
Male,40.0,3.0,African-American,F,1
Male,38.0,4.0,African-American,F,1
Male,38.0,2.0,African-American,F,1
Female,21.0,0.0,Caucasian,F,1
Female,18.0,0.0,Caucasian,F,1
Female,24.9,0.0,Caucasian,F,1
Female,29.6,0.0,Caucasian,F,1
Female,35.5,0.0,Caucasian,F,1
Male,34.0,19.0,African-American,F,1
Male,34.0,22.0,African-American,F,1
Male,34.0,15.0,African-American,F,1
Male,33.0,19.0,African-American,F,1
Male,37.0,18.0,African-American,F,1
Male,23.0,3.0,African-American,F,1
Male,24.0,3.0,African-American,F,1
Male,22.0,3.0,African-American,F,1
Male,23.0,2.0,African-American,F,1
Male,23.0,4.0,African-American,F,1
Male,36.0,1.0,African-American,F,1
Male,37.0,1.0,African-American,F,1
Male,35.0,1.0,African-American,F,1
Male,36.0,0.0,African-American,F,1
Male,36.0,2.0,African-American,F,1
Male,26.0,2.0,African-American,F,1
Male,27.0,2.0,African-American,F,1
Male,25.0,2.0,African-American,F,1
Male,26.0,1.0,African-American,F,1
Male,26.0,3.0,African-American,F,1
Male,37.0,0.0,African-American,M,1
Male,37.0,0.0,African-American,F,1
Male,36.0,0.0,African-American,M,1
Male,35.0,0.0,African-American,M,1
Male,19.4,0.0,African-American,M,1
Female,21.0,1.0,Caucasian,F,1
Female,19.0,1.0,Caucasian,F,1
Female,18.0,1.0,Caucasian,F,1
Female,36.3,1.0,Caucasian,F,1
Female,57.2,1.0,Caucasian,F,1
Male,22.0,3.0,African-American,F,1
Male,23.0,3.0,African-American,F,1
Male,18.0,3.0,African-American,F,1
Male,22.0,2.0,African-American,F,1
Male,22.0,4.0,African-American,F,1
