sex,age,priors_count,race,c_charge_degree,twoyearrecid
Male,42.4,12.5,African-American,M,0.791
Male,29.7,1.2,African-American,M,0.799
Female,29.9,10.1,Caucasian,M,0.754
Male,24.7,8.7,African-American,M,0.788
Male,51.1,10.1,African-American,M,0.794
Male,18.8,16.1,African-American,M,0.771
Male,18.0,0.0,African-American,M,0.796
Female,32.0,0.0,Caucasian,M,0.76
Male,44.8,0.0,African-American,M,0.803
Male,74.9,0.0,African-American,M,0.806
Male,32.5,7.0,African-American,M,0.795
Male,24.4,0.0,African-American,M,0.799
Female,24.3,9.4,Caucasian,M,0.752
Male,18.0,7.1,African-American,M,0.785
Male,28.0,11.5,African-American,M,0.786
Male,38.6,16.9,African-American,M,0.785
Male,18.0,0.0,Caucasian,M,0.725
Male,25.0,0.0,African-American,M,0.799
Female,37.7,0.0,African-American,M,0.694
Female,65.8,0.0,African-American,M,0.681
Female,26.3,6.7,African-American,M,0.688
Male,34.6,2.2,Caucasian,M,0.731
Female,35.7,11.1,Caucasian,M,0.755
Male,26.8,11.1,African-American,M,0.786
Male,45.2,9.0,Caucasian,M,0.733
Male,55.8,15.2,Caucasian,M,0.734
Male,18.0,0.0,African-American,M,0.796
Female,25.7,0.0,Caucasian,M,0.758
Male,37.3,0.0,Caucasian,M,0.734
Male,61.2,0.0,Caucasian,M,0.744
Male,25.3,6.3,Caucasian,M,0.725
Female,18.0,0.0,Caucasian,M,0.755
Male,19.9,0.0,African-American,M,0.797
Male,34.8,0.0,African-American,M,0.802
Male,57.8,0.0,African-American,M,0.805
Male,27.1,7.5,African-American,M,0.792
Female,32.1,0.0,African-American,M,0.694
Female,20.4,0.0,Caucasian,M,0.756
Male,18.0,0.0,African-American,M,0.796
Male,52.6,0.0,African-American,M,0.804
Male,19.7,8.1,African-American,M,0.785
Male,31.3,0.0,African-American,M,0.801
Female,49.7,0.0,Caucasian,M,0.767
Male,60.5,0.0,Caucasian,M,0.744
Male,80.0,0.0,Caucasian,M,0.753
Male,53.0,7.4,Caucasian,M,0.737
Male,22.8,7.5,African-American,M,0.788
Male,57.6,1.7,African-American,M,0.803
Male,45.1,4.3,African-American,M,0.799
Male,57.0,8.5,African-American,M,0.796
Male,63.8,15.0,African-American,M,0.789
Male,18.0,0.0,African-American,M,0.796
Female,36.5,0.0,Caucasian,M,0.762
Male,26.5,0.0,Caucasian,M,0.729
Male,60.3,0.0,Caucasian,M,0.744
Male,29.2,7.8,Caucasian,M,0.726
Male,18.6,0.9,African-American,M,0.795
Female,27.5,2.6,Caucasian,M,0.757
Female,39.1,0.0,Caucasian,M,0.763
Female,45.9,5.2,Caucasian,M,0.762
Female,55.2,10.9,Caucasian,M,0.76
Male,32.1,0.0,Caucasian,M,0.731
Male,57.0,0.0,Caucasian,M,0.743
Male,73.0,0.0,African-American,M,0.806
Male,80.0,0.0,Caucasian,M,0.753
Male,73.9,7.7,Caucasian,M,0.746
Female,39.6,2.1,Caucasian,M,0.762
Male,68.5,2.3,African-American,M,0.804
Female,65.6,0.0,Caucasian,M,0.77
Female,80.0,3.0,Caucasian,M,0.769
Female,69.6,9.9,Caucasian,M,0.765
Male,18.0,0.0,African-American,M,0.796
Female,25.2,5.0,Caucasian,M,0.755
Male,21.9,4.2,African-American,M,0.793
Male,30.5,8.4,African-American,M,0.793
Male,40.5,14.1,African-American,M,0.789
Male,18.0,0.0,African-American,M,0.796
Female,23.6,0.0,Caucasian,M,0.757
Male,38.3,0.0,African-American,M,0.802
Male,67.8,0.0,African-American,M,0.806
Male,24.1,7.0,African-American,M,0.79
Male,19.0,0.6,African-American,M,0.796
Female,29.2,8.0,Caucasian,M,0.754
Male,24.6,7.7,African-American,M,0.789
Female,39.8,8.6,African-American,M,0.685
Male,40.6,14.9,African-American,M,0.788
Female,20.4,1.6,Caucasian,M,0.755
Male,18.0,0.0,African-American,M,0.796
Male,55.3,0.6,African-American,M,0.804
Male,31.7,4.6,African-American,M,0.797
Male,19.9,10.6,African-American,M,0.781
Male,18.0,3.8,African-American,M,0.79
Female,40.4,0.4,Caucasian,M,0.763
Male,46.5,1.2,African-American,M,0.802
Male,70.8,3.1,African-American,M,0.803
Male,40.6,9.7,African-American,M,0.793
Male,31.3,0.0,Caucasian,M,0.731
Female,54.9,0.0,Caucasian,M,0.767
Male,65.8,0.0,Caucasian,M,0.746
Male,80.0,0.0,African-American,M,0.805
Male,57.3,7.0,Caucasian,M,0.739
Male,18.0,0.0,Caucasian,M,0.725
Male,22.1,0.0,African-American,M,0.798
Female,35.8,0.0,African-American,M,0.694
Female,62.4,0.0,African-American,M,0.683
Female,22.4,5.8,African-American,M,0.689
Male,18.0,0.0,Caucasian,M,0.725
Male,26.0,0.0,African-American,M,0.799
Female,38.3,0.0,African-American,M,0.694
Female,64.9,0.0,African-American,M,0.681
Female,26.2,6.9,African-American,M,0.688
Male,29.9,0.0,Caucasian,M,0.73
Female,53.9,0.0,Caucasian,M,0.767
Male,65.0,0.0,Caucasian,M,0.746
Male,80.0,0.0,African-American,M,0.805
Male,54.8,7.2,Caucasian,M,0.738
Female,18.0,3.1,Caucasian,M,0.753
Male,29.7,0.0,Caucasian,M,0.73
Male,33.2,3.4,African-American,M,0.798
Male,38.2,5.2,Caucasian,M,0.731
Male,55.8,8.0,Caucasian,M,0.738
Male,32.5,0.0,Caucasian,M,0.731
Female,56.7,0.0,Caucasian,M,0.768
Male,67.4,0.0,Caucasian,M,0.747
Male,80.0,0.0,African-American,M,0.805
Male,59.7,7.3,Caucasian,M,0.74
Male,19.0,0.0,African-American,M,0.797
Female,37.5,0.0,Caucasian,M,0.762
Male,46.3,0.0,African-American,M,0.803
Male,71.0,0.0,Caucasian,M,0.749
Male,39.3,6.5,Caucasian,M,0.731
Male,24.6,1.0,Caucasian,M,0.727
Female,50.5,0.3,African-American,M,0.691
Male,59.6,0.0,Caucasian,M,0.744
Male,46.2,4.8,Caucasian,M,0.735
Male,64.0,9.2,Caucasian,M,0.741
Male,18.0,0.0,African-American,M,0.796
Female,28.2,6.0,Caucasian,M,0.755
Male,21.0,5.6,African-American,M,0.79
Male,32.9,9.0,African-American,M,0.793
Male,42.7,14.7,African-American,M,0.788
Male,21.8,0.0,African-American,M,0.798
Female,50.4,0.0,Caucasian,M,0.767
Male,54.0,0.0,African-American,M,0.804
Male,80.0,0.0,African-American,M,0.805
Male,51.0,7.8,African-American,M,0.796
Female,18.3,1.1,Caucasian,M,0.754
Male,26.6,0.0,African-American,M,0.799
Female,54.1,0.6,African-American,M,0.688
Female,35.7,3.1,African-American,M,0.691
Female,26.9,8.8,African-American,M,0.686
Male,18.0,0.0,African-American,M,0.796
Female,37.6,0.0,Caucasian,M,0.762
Male,27.5,0.0,Caucasian,M,0.729
Male,61.4,0.0,Caucasian,M,0.745
Male,30.9,7.7,Caucasian,M,0.727
Male,20.7,5.1,African-American,M,0.79
Female,40.7,0.0,African-American,M,0.694
Female,41.7,11.2,African-American,M,0.683
Female,38.0,4.8,Caucasian,M,0.76
Female,60.3,5.0,African-American,M,0.681
Male,18.0,0.0,African-American,M,0.796
Female,28.6,0.0,Caucasian,M,0.759
Male,40.5,0.0,African-American,M,0.803
Male,70.2,0.0,African-American,M,0.806
Male,27.7,7.0,African-American,M,0.793
Female,18.0,2.4,Caucasian,M,0.753
Male,18.8,0.0,African-American,M,0.797
Male,29.8,1.6,African-American,M,0.799
Male,33.8,4.3,African-American,M,0.798
Male,43.2,10.1,African-American,M,0.793
Male,32.4,0.0,Caucasian,M,0.731
Female,56.3,0.0,Caucasian,M,0.767
Male,66.9,0.0,Caucasian,M,0.747
Male,80.0,0.0,African-American,M,0.805
Male,58.8,7.6,Caucasian,M,0.739
Male,18.0,0.0,African-American,M,0.796
Female,31.4,4.9,Caucasian,M,0.757
Male,25.2,4.3,African-American,M,0.795
Male,35.9,8.0,African-American,M,0.794
Male,45.6,13.7,African-American,M,0.79
Male,22.8,3.9,African-American,M,0.794
Female,18.0,0.0,Caucasian,M,0.755
Male,27.5,1.8,Caucasian,M,0.728
Female,29.4,5.5,Caucasian,M,0.756
Female,39.3,11.1,Caucasian,M,0.756
Female,18.0,0.0,Caucasian,M,0.755
Male,39.9,0.0,African-American,M,0.803
Female,48.9,0.0,Caucasian,M,0.766
Female,79.2,0.0,Caucasian,M,0.77
Female,38.6,7.0,Caucasian,M,0.759
Female,22.3,0.0,Caucasian,M,0.756
Male,36.5,0.0,African-American,M,0.802
Male,18.0,0.0,African-American,M,0.796
Male,66.8,0.0,African-American,M,0.806
Male,20.9,7.2,African-American,M,0.787
Male,18.0,0.0,Caucasian,M,0.725
Female,38.0,0.0,African-American,M,0.694
Male,47.7,0.0,Caucasian,M,0.738
Male,78.4,0.0,Caucasian,M,0.752
Male,38.6,7.0,Caucasian,M,0.731
Female,18.9,0.0,Caucasian,M,0.755
Male,56.9,0.0,African-American,M,0.804
Female,49.2,0.0,Caucasian,M,0.766
Female,80.0,0.0,Caucasian,M,0.77
Female,56.7,7.3,Caucasian,M,0.763
Male,18.0,0.0,African-American,M,0.796
Female,37.4,0.0,Caucasian,M,0.762
Male,26.9,0.0,Caucasian,M,0.729
Male,61.1,0.0,Caucasian,M,0.744
Male,29.1,8.1,Caucasian,M,0.726
Female,27.3,0.9,Caucasian,M,0.758
Male,18.0,2.4,African-American,M,0.792
Male,26.4,0.0,African-American,M,0.799
Male,33.5,5.0,African-American,M,0.797
Male,43.2,10.5,African-American,M,0.793
Male,20.5,1.5,African-American,M,0.796
Female,28.7,8.0,Caucasian,M,0.754
Male,34.0,6.5,African-American,M,0.795
Male,60.2,7.9,African-American,M,0.797
Male,28.8,14.7,African-American,M,0.782
Male,18.0,0.0,Caucasian,M,0.725
Female,25.4,0.0,African-American,M,0.694
Male,37.7,0.0,African-American,M,0.802
Male,67.8,0.0,African-American,M,0.806
Male,24.3,6.9,African-American,M,0.79
Male,18.0,0.0,African-American,M,0.796
Female,35.9,0.0,Caucasian,M,0.761
Male,46.8,0.0,African-American,M,0.803
Male,77.0,0.0,African-American,M,0.807
Male,35.4,7.1,African-American,M,0.795
Male,30.7,2.9,African-American,M,0.798
Female,55.9,3.5,Caucasian,M,0.765
Male,55.1,0.0,African-American,M,0.804
Male,77.3,3.0,African-American,M,0.803
Male,56.7,10.3,African-American,M,0.794
Male,26.8,0.0,Caucasian,M,0.729
Female,25.1,5.5,African-American,M,0.689
Male,18.0,3.0,African-American,M,0.791
Male,37.7,4.3,African-American,M,0.798
Male,39.7,11.5,African-American,M,0.791
Male,34.4,0.0,Caucasian,M,0.732
Female,58.5,0.0,Caucasian,M,0.768
Male,69.2,0.0,Caucasian,M,0.748
Male,80.0,0.0,African-American,M,0.805
Male,63.5,7.3,Caucasian,M,0.742
Male,18.0,2.0,Caucasian,M,0.724
Female,30.7,2.1,African-American,M,0.692
Male,26.0,0.0,African-American,M,0.799
Male,34.8,4.9,African-American,M,0.797
Male,44.7,10.5,African-American,M,0.793
Male,32.5,11.9,African-American,M,0.789
Female,44.5,19.2,Caucasian,M,0.752
Male,36.2,21.2,African-American,M,0.777
Male,50.8,17.1,African-American,M,0.787
Male,56.2,25.8,African-American,M,0.774
Female,18.0,0.8,Caucasian,M,0.754
Male,29.3,0.0,African-American,M,0.8
Male,58.8,0.1,Caucasian,M,0.743
Male,35.3,3.2,Caucasian,M,0.731
Male,30.5,9.6,Caucasian,M,0.725
Male,20.8,1.7,African-American,M,0.796
Female,43.0,5.9,Caucasian,M,0.761
Male,41.7,4.7,African-American,M,0.798
Male,51.9,7.3,African-American,M,0.797
Male,56.2,13.7,African-American,M,0.791
Female,18.0,0.0,Caucasian,M,0.755
Male,42.4,5.1,African-American,M,0.798
Female,33.4,4.0,Caucasian,M,0.758
Female,46.0,7.5,Caucasian,M,0.76
Female,55.5,13.2,Caucasian,M,0.759
Female,20.3,0.0,African-American,M,0.694
Male,35.9,4.0,African-American,M,0.798
Female,27.8,6.2,African-American,M,0.688
Female,39.3,3.1,Caucasian,M,0.761
Female,47.3,9.1,African-American,M,0.684
Male,27.1,0.0,African-American,M,0.799
Female,21.8,0.9,Caucasian,M,0.756
Male,48.5,0.7,Caucasian,M,0.738
Male,18.0,3.1,Caucasian,M,0.723
Male,22.9,9.0,Caucasian,M,0.722
Female,18.0,1.2,Caucasian,M,0.754
Male,29.5,0.0,African-American,M,0.8
Male,59.0,1.0,Caucasian,M,0.743
Male,36.3,3.2,Caucasian,M,0.731
Male,29.5,8.9,Caucasian,M,0.725
Female,26.6,1.9,Caucasian,M,0.757
Male,39.7,0.0,African-American,M,0.803
Male,18.0,2.0,African-American,M,0.793
Male,25.8,6.9,African-American,M,0.792
Male,42.2,11.5,African-American,M,0.792
Female,22.3,0.0,Caucasian,M,0.756
Male,18.0,0.0,African-American,M,0.796
Male,39.9,0.0,African-American,M,0.803
Male,69.5,0.0,African-American,M,0.806
Male,22.3,7.6,African-American,M,0.788
Female,30.3,2.5,Caucasian,M,0.758
Male,38.8,0.0,African-American,M,0.803
Male,18.0,3.1,African-American,M,0.791
Male,29.4,7.3,African-American,M,0.793
Male,45.0,11.7,African-American,M,0.792
Female,22.2,0.0,Caucasian,M,0.756
Male,18.0,0.0,African-American,M,0.796
Male,39.4,0.0,African-American,M,0.803
Male,69.3,0.0,African-American,M,0.806
Male,22.1,7.6,African-American,M,0.788
Female,18.0,0.0,Caucasian,M,0.755
Male,40.1,0.0,African-American,M,0.803
Female,48.9,0.0,Caucasian,M,0.766
Female,79.3,0.0,Caucasian,M,0.77
Female,38.4,7.2,Caucasian,M,0.758
Male,20.3,0.0,African-American,M,0.797
Female,26.3,0.0,Caucasian,M,0.758
Female,45.4,0.0,Caucasian,M,0.765
Female,75.5,0.0,Caucasian,M,0.77
Female,32.9,6.9,Caucasian,M,0.756
Male,20.0,0.0,Caucasian,M,0.726
Female,42.8,0.0,African-American,M,0.694
Male,50.6,0.0,Caucasian,M,0.74
Male,80.0,0.0,Caucasian,M,0.753
Male,43.9,7.6,Caucasian,M,0.733
Female,23.5,1.0,Caucasian,M,0.756
Male,18.0,2.6,Caucasian,M,0.723
Male,24.7,0.0,African-American,M,0.799
Male,31.1,5.4,African-American,M,0.796
Male,41.0,11.0,African-American,M,0.792
Male,34.9,1.7,Caucasian,M,0.732
Female,59.4,0.0,Caucasian,M,0.768
Male,58.4,0.7,African-American,M,0.804
Male,63.0,4.5,Caucasian,M,0.743
Male,68.7,12.3,Caucasian,M,0.741
Male,35.9,0.0,Caucasian,M,0.733
Female,59.8,0.0,Caucasian,M,0.768
Male,70.5,0.0,Caucasian,M,0.749
Male,80.0,0.0,African-American,M,0.805
Male,64.5,7.7,Caucasian,M,0.742
Male,54.3,2.4,African-American,M,0.802
Female,21.7,1.9,Caucasian,M,0.755
Male,28.6,0.0,African-American,M,0.8
Male,18.0,4.5,African-American,M,0.789
Male,21.9,12.4,African-American,M,0.78
Male,29.7,0.0,Caucasian,M,0.73
Female,53.0,0.0,Caucasian,M,0.767
Male,64.8,0.0,Caucasian,M,0.746
Male,80.0,0.0,African-American,M,0.805
Male,53.9,7.1,Caucasian,M,0.737
Male,18.7,0.0,Caucasian,M,0.725
Male,31.1,4.0,African-American,M,0.797
Female,30.2,3.4,Caucasian,M,0.757
Male,38.4,5.2,Caucasian,M,0.731
Male,53.5,9.2,Caucasian,M,0.736
Female,22.2,0.0,Caucasian,M,0.756
Male,18.0,0.0,African-American,M,0.796
Male,34.4,0.0,African-American,M,0.802
Male,57.6,0.0,African-American,M,0.805
Male,22.0,7.9,African-American,M,0.787
Female,27.5,2.1,Caucasian,M,0.757
Male,18.0,0.0,African-American,M,0.796
Male,36.1,3.9,African-American,M,0.798
Male,61.4,1.8,African-American,M,0.803
Male,28.8,11.1,African-American,M,0.788
