status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,credit_risk
0 <= ... < 200 DM,48.0,delay in paying off in the past,education,6242.0,A65,4 <= ... < 7 years,4.0,male : single,guarantor,4.0,unknown / no property,49.0,none,for free,2.0,skilled employee / official,1.0,none,yes,0.807
0 <= ... < 200 DM,48.0,all credits at this bank paid back duly,retraining,6226.0,A61,.. >= 7 years,4.0,male : single,none,4.0,unknown / no property,50.0,none,for free,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.68
... < 0 DM,48.0,delay in paying off in the past,education,6174.0,A61,.. >= 7 years,4.0,male : single,none,4.0,unknown / no property,75.0,none,for free,4.0,skilled employee / official,1.0,none,yes,0.759
0 <= ... < 200 DM,50.0,delay in paying off in the past,education,11029.0,A61,.. >= 7 years,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,50.0,none,for free,1.0,skilled employee / official,1.0,none,yes,0.799
0 <= ... < 200 DM,4.0,existing credits paid back duly till now,radio/television,1553.0,A61,4 <= ... < 7 years,1.0,male : divorced/separated,none,2.0,"if not A121/A122 : car or other, not in attribute 6",23.0,none,for free,2.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.714
... < 0 DM,6.0,critical account/ other credits existing (not at this bank),retraining,545.0,A61,4 <= ... < 7 years,1.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",25.0,none,rent,4.0,skilled employee / official,1.0,none,yes,0.757
no checking account,6.0,all credits at this bank paid back duly,radio/television,1560.0,A65,... < 1 year,1.0,female : divorced/separated/married,none,2.0,"if not A121/A122 : car or other, not in attribute 6",24.0,none,rent,2.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.699
no checking account,6.0,existing credits paid back duly till now,radio/television,1553.0,A61,4 <= ... < 7 years,3.0,female : divorced/separated/married,none,2.0,if not A121 : building society savings agreement/ life insurance,47.0,none,rent,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.739
no checking account,22.0,critical account/ other credits existing (not at this bank),car (new),1517.0,A61,4 <= ... < 7 years,1.0,female : divorced/separated/married,none,4.0,"if not A121/A122 : car or other, not in attribute 6",24.0,none,rent,3.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.675
0 <= ... < 200 DM,15.0,existing credits paid back duly till now,radio/television,2910.0,A65,1 <= ... < 4 years,3.0,male : single,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,21.0,none,rent,3.0,skilled employee / official,1.0,none,yes,0.779
0 <= ... < 200 DM,45.0,existing credits paid back duly till now,furniture/equipment,276.0,A62,1 <= ... < 4 years,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,20.0,none,for free,1.0,skilled employee / official,1.0,none,yes,0.762
0 <= ... < 200 DM,45.0,all credits at this bank paid back duly,radio/television,3408.0,A65,... < 1 year,4.0,male : single,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,19.0,none,rent,1.0,skilled employee / official,1.0,none,yes,0.787
0 <= ... < 200 DM,45.0,existing credits paid back duly till now,retraining,3011.0,A62,1 <= ... < 4 years,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,21.0,none,rent,4.0,unemployed/ unskilled - non-resident,1.0,none,no,0.778
0 <= ... < 200 DM,45.0,existing credits paid back duly till now,education,3064.0,A62,1 <= ... < 4 years,4.0,male : single,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,61.0,none,rent,1.0,skilled employee / official,1.0,none,yes,0.74
... < 0 DM,17.0,existing credits paid back duly till now,furniture/equipment,3634.0,A65,.. >= 7 years,3.0,male : divorced/separated,none,3.0,if not A121 : building society savings agreement/ life insurance,31.0,none,own,1.0,skilled employee / official,1.0,none,yes,0.758
0 <= ... < 200 DM,30.0,delay in paying off in the past,furniture/equipment,6383.0,A65,.. >= 7 years,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,31.0,none,own,1.0,skilled employee / official,1.0,none,no,0.687
... < 0 DM,30.0,existing credits paid back duly till now,education,6671.0,A65,.. >= 7 years,4.0,male : single,guarantor,4.0,"if not A121/A122 : car or other, not in attribute 6",20.0,none,for free,1.0,skilled employee / official,1.0,none,yes,0.769
... < 0 DM,30.0,existing credits paid back duly till now,furniture/equipment,6511.0,A63,... < 1 year,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,31.0,none,own,4.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.752
... < 0 DM,31.0,existing credits paid back duly till now,furniture/equipment,6368.0,A65,.. >= 7 years,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,own,2.0,skilled employee / official,1.0,none,yes,0.701
no checking account,10.0,delay in paying off in the past,car (new),1970.0,A61,... < 1 year,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,44.0,none,for free,2.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.834
no checking account,24.0,all credits at this bank paid back duly,car (new),276.0,A61,.. >= 7 years,4.0,male : divorced/separated,guarantor,4.0,unknown / no property,60.0,none,for free,2.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.785
... < 0 DM,24.0,delay in paying off in the past,retraining,2026.0,A65,.. >= 7 years,4.0,male : single,none,4.0,unknown / no property,60.0,none,for free,2.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.802
no checking account,24.0,delay in paying off in the past,car (new),2031.0,A61,.. >= 7 years,4.0,male : single,none,4.0,unknown / no property,75.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,none,no,0.763
no checking account,48.0,delay in paying off in the past,car (new),5514.0,A61,.. >= 7 years,4.0,male : single,none,4.0,unknown / no property,60.0,none,for free,3.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.695
0 <= ... < 200 DM,12.0,existing credits paid back duly till now,furniture/equipment,1252.0,A65,... < 1 year,3.0,male : divorced/separated,guarantor,1.0,if not A121 : building society savings agreement/ life insurance,21.0,none,own,1.0,unskilled - resident,1.0,none,yes,0.757
... < 0 DM,9.0,delay in paying off in the past,education,1285.0,A61,4 <= ... < 7 years,4.0,male : single,guarantor,1.0,if not A121 : building society savings agreement/ life insurance,21.0,none,rent,1.0,unskilled - resident,1.0,none,yes,0.751
... < 0 DM,32.0,existing credits paid back duly till now,furniture/equipment,276.0,A61,1 <= ... < 4 years,4.0,male : single,guarantor,1.0,if not A121 : building society savings agreement/ life insurance,20.0,none,rent,4.0,unskilled - resident,1.0,none,yes,0.726
... < 0 DM,12.0,existing credits paid back duly till now,furniture/equipment,1905.0,A61,1 <= ... < 4 years,4.0,male : single,guarantor,2.0,if not A121 : building society savings agreement/ life insurance,21.0,none,for free,2.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.732
... < 0 DM,12.0,existing credits paid back duly till now,furniture/equipment,1536.0,A61,1 <= ... < 4 years,4.0,male : divorced/separated,guarantor,3.0,if not A121 : building society savings agreement/ life insurance,52.0,none,own,4.0,unskilled - resident,1.0,none,yes,0.716
... < 0 DM,15.0,existing credits paid back duly till now,radio/television,2209.0,A61,... < 1 year,3.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,31.0,none,rent,1.0,skilled employee / official,1.0,none,yes,0.75
... < 0 DM,36.0,existing credits paid back duly till now,education,276.0,A61,1 <= ... < 4 years,4.0,male : divorced/separated,none,4.0,"if not A121/A122 : car or other, not in attribute 6",31.0,none,for free,1.0,skilled employee / official,1.0,none,no,0.74
0 <= ... < 200 DM,36.0,all credits at this bank paid back duly,radio/television,2457.0,A65,1 <= ... < 4 years,4.0,male : divorced/separated,none,4.0,"if not A121/A122 : car or other, not in attribute 6",29.0,none,rent,1.0,unskilled - resident,1.0,none,yes,0.741
... < 0 DM,35.0,existing credits paid back duly till now,radio/television,2376.0,A65,1 <= ... < 4 years,4.0,male : divorced/separated,none,4.0,"if not A121/A122 : car or other, not in attribute 6",31.0,none,rent,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.753
... < 0 DM,39.0,existing credits paid back duly till now,radio/television,2770.0,A61,1 <= ... < 4 years,4.0,male : divorced/separated,none,4.0,"if not A121/A122 : car or other, not in attribute 6",75.0,none,rent,3.0,skilled employee / official,1.0,none,yes,0.734
no checking account,8.0,existing credits paid back duly till now,furniture/equipment,2795.0,A63,.. >= 7 years,3.0,male : divorced/separated,none,3.0,if not A121 : building society savings agreement/ life insurance,40.0,none,own,1.0,skilled employee / official,1.0,none,yes,0.734
0 <= ... < 200 DM,24.0,all credits at this bank paid back duly,furniture/equipment,500.0,A63,.. >= 7 years,3.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,53.0,none,rent,1.0,skilled employee / official,1.0,none,no,0.815
no checking account,24.0,existing credits paid back duly till now,education,2848.0,A65,.. >= 7 years,3.0,male : single,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,53.0,none,for free,1.0,skilled employee / official,1.0,none,yes,0.796
no checking account,24.0,existing credits paid back duly till now,furniture/equipment,2863.0,A63,... < 1 year,3.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,53.0,none,own,4.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.743
no checking account,32.0,existing credits paid back duly till now,furniture/equipment,3284.0,A63,.. >= 7 years,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,own,2.0,skilled employee / official,1.0,none,yes,0.758
no checking account,4.0,existing credits paid back duly till now,car (new),3116.0,A63,1 <= ... < 4 years,1.0,male : divorced/separated,none,2.0,if not A121 : building society savings agreement/ life insurance,19.0,none,own,1.0,skilled employee / official,1.0,none,yes,0.731
no checking account,14.0,all credits at this bank paid back duly,car (new),1173.0,A65,1 <= ... < 4 years,2.0,female : divorced/separated/married,none,4.0,if not A121 : building society savings agreement/ life insurance,25.0,none,own,4.0,skilled employee / official,1.0,none,yes,0.758
no checking account,12.0,existing credits paid back duly till now,retraining,276.0,A63,1 <= ... < 4 years,2.0,female : divorced/separated/married,none,2.0,if not A121 : building society savings agreement/ life insurance,26.0,none,for free,3.0,skilled employee / official,1.0,none,yes,0.748
no checking account,12.0,existing credits paid back duly till now,car (new),1308.0,A63,... < 1 year,2.0,female : divorced/separated/married,none,2.0,if not A121 : building society savings agreement/ life insurance,27.0,none,rent,1.0,unskilled - resident,1.0,none,no,0.715
no checking account,12.0,existing credits paid back duly till now,car (new),1415.0,A63,1 <= ... < 4 years,2.0,male : divorced/separated,none,2.0,if not A121 : building society savings agreement/ life insurance,74.0,none,own,1.0,skilled employee / official,1.0,none,yes,0.742
0 <= ... < 200 DM,8.0,existing credits paid back duly till now,furniture/equipment,1283.0,A61,... < 1 year,2.0,male : divorced/separated,none,2.0,if not A121 : building society savings agreement/ life insurance,24.0,none,own,1.0,skilled employee / official,1.0,none,yes,0.737
0 <= ... < 200 DM,4.0,delay in paying off in the past,car (new),1099.0,A61,1 <= ... < 4 years,3.0,female : divorced/separated/married,none,4.0,real estate,24.0,none,for free,1.0,skilled employee / official,1.0,none,yes,0.735
0 <= ... < 200 DM,10.0,existing credits paid back duly till now,furniture/equipment,276.0,A65,1 <= ... < 4 years,3.0,female : divorced/separated/married,none,4.0,real estate,24.0,none,rent,1.0,skilled employee / official,1.0,none,yes,0.741
0 <= ... < 200 DM,8.0,existing credits paid back duly till now,furniture/equipment,2514.0,A61,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,4.0,real estate,26.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.742
0 <= ... < 200 DM,7.0,existing credits paid back duly till now,furniture/equipment,1256.0,A61,1 <= ... < 4 years,3.0,female : divorced/separated/married,none,4.0,if not A121 : building society savings agreement/ life insurance,64.0,none,own,3.0,skilled employee / official,1.0,none,yes,0.725
no checking account,4.0,existing credits paid back duly till now,car (new),1586.0,A61,... < 1 year,3.0,male : single,none,1.0,if not A121 : building society savings agreement/ life insurance,26.0,none,own,1.0,skilled employee / official,1.0,none,yes,0.661
... >= 200 DM / salary assignments for at least 1 year,12.0,existing credits paid back duly till now,car (new),276.0,A61,... < 1 year,4.0,male : single,none,1.0,real estate,22.0,none,rent,2.0,skilled employee / official,1.0,none,no,0.716
... >= 200 DM / salary assignments for at least 1 year,13.0,delay in paying off in the past,car (new),1390.0,A65,... < 1 year,4.0,male : divorced/separated,none,1.0,real estate,26.0,none,own,3.0,skilled employee / official,1.0,none,yes,0.714
... >= 200 DM / salary assignments for at least 1 year,12.0,existing credits paid back duly till now,car (new),1378.0,A61,... < 1 year,4.0,male : single,none,1.0,real estate,71.0,none,for free,1.0,skilled employee / official,1.0,none,yes,0.754
... >= 200 DM / salary assignments for at least 1 year,23.0,existing credits paid back duly till now,car (new),1258.0,A61,... < 1 year,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,28.0,none,own,4.0,skilled employee / official,1.0,none,yes,0.74
0 <= ... < 200 DM,33.0,existing credits paid back duly till now,car (new),6136.0,A65,1 <= ... < 4 years,1.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",37.0,none,for free,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.755
0 <= ... < 200 DM,36.0,all credits at this bank paid back duly,car (new),12594.0,A65,1 <= ... < 4 years,1.0,male : single,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,38.0,none,for free,2.0,skilled employee / official,1.0,none,yes,0.788
... < 0 DM,36.0,existing credits paid back duly till now,retraining,12361.0,A65,1 <= ... < 4 years,1.0,male : single,none,4.0,unknown / no property,31.0,none,for free,4.0,skilled employee / official,1.0,"yes, registered under the customers name",no,0.727
0 <= ... < 200 DM,36.0,existing credits paid back duly till now,car (new),12273.0,A65,1 <= ... < 4 years,4.0,male : single,none,4.0,unknown / no property,70.0,none,for free,2.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.759
0 <= ... < 200 DM,57.0,existing credits paid back duly till now,car (new),12689.0,A65,... < 1 year,1.0,male : divorced/separated,none,4.0,unknown / no property,37.0,none,for free,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.755
no checking account,10.0,existing credits paid back duly till now,car (new),1696.0,A61,1 <= ... < 4 years,1.0,male : divorced/separated,none,4.0,"if not A121/A122 : car or other, not in attribute 6",39.0,none,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.719
no checking account,4.0,all credits at this bank paid back duly,car (new),1312.0,A61,4 <= ... < 7 years,2.0,female : divorced/separated/married,none,4.0,"if not A121/A122 : car or other, not in attribute 6",64.0,none,rent,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.775
no checking account,10.0,existing credits paid back duly till now,car (new),276.0,A65,1 <= ... < 4 years,2.0,female : divorced/separated/married,none,4.0,"if not A121/A122 : car or other, not in attribute 6",64.0,none,for free,1.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.769
no checking account,10.0,existing credits paid back duly till now,car (new),1484.0,A61,1 <= ... < 4 years,2.0,female : divorced/separated/married,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,own,4.0,skilled employee / official,1.0,"yes, registered under the customers name",no,0.737
no checking account,36.0,existing credits paid back duly till now,car (new),1402.0,A61,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,4.0,"if not A121/A122 : car or other, not in attribute 6",64.0,none,own,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.681
... < 0 DM,12.0,critical account/ other credits existing (not at this bank),car (new),538.0,A61,.. >= 7 years,2.0,male : single,co-applicant,4.0,if not A121 : building society savings agreement/ life insurance,32.0,none,rent,2.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.729
... < 0 DM,4.0,critical account/ other credits existing (not at this bank),car (new),4832.0,A61,4 <= ... < 7 years,3.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,43.0,none,rent,2.0,skilled employee / official,1.0,"yes, registered under the customers name",no,0.725
0 <= ... < 200 DM,12.0,all credits at this bank paid back duly,furniture/equipment,5059.0,A61,.. >= 7 years,3.0,male : divorced/separated,co-applicant,4.0,if not A121 : building society savings agreement/ life insurance,42.0,none,for free,2.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.81
... < 0 DM,11.0,critical account/ other credits existing (not at this bank),car (new),7644.0,A61,.. >= 7 years,3.0,male : single,co-applicant,4.0,if not A121 : building society savings agreement/ life insurance,43.0,none,rent,4.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.759
... < 0 DM,28.0,critical account/ other credits existing (not at this bank),car (new),4861.0,A61,.. >= 7 years,4.0,male : single,co-applicant,4.0,if not A121 : building society savings agreement/ life insurance,69.0,none,rent,2.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.746
... < 0 DM,12.0,critical account/ other credits existing (not at this bank),car (new),397.0,A61,.. >= 7 years,2.0,male : single,co-applicant,4.0,if not A121 : building society savings agreement/ life insurance,31.0,none,rent,2.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.728
... < 0 DM,4.0,critical account/ other credits existing (not at this bank),car (new),4836.0,A61,4 <= ... < 7 years,3.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,43.0,none,rent,2.0,skilled employee / official,1.0,"yes, registered under the customers name",no,0.725
0 <= ... < 200 DM,12.0,all credits at this bank paid back duly,furniture/equipment,5112.0,A61,.. >= 7 years,3.0,male : divorced/separated,co-applicant,4.0,if not A121 : building society savings agreement/ life insurance,43.0,none,for free,2.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.81
... < 0 DM,12.0,critical account/ other credits existing (not at this bank),car (new),4723.0,A61,.. >= 7 years,3.0,male : single,co-applicant,4.0,if not A121 : building society savings agreement/ life insurance,43.0,none,rent,4.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.773
... < 0 DM,29.0,critical account/ other credits existing (not at this bank),car (new),4851.0,A61,.. >= 7 years,4.0,male : single,co-applicant,4.0,if not A121 : building society savings agreement/ life insurance,70.0,none,rent,2.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.747
0 <= ... < 200 DM,15.0,existing credits paid back duly till now,education,2281.0,A61,.. >= 7 years,3.0,male : divorced/separated,none,4.0,"if not A121/A122 : car or other, not in attribute 6",30.0,none,rent,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.786
... >= 200 DM / salary assignments for at least 1 year,12.0,existing credits paid back duly till now,education,346.0,A61,4 <= ... < 7 years,4.0,male : single,guarantor,4.0,"if not A121/A122 : car or other, not in attribute 6",40.0,none,rent,1.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.723
... >= 200 DM / salary assignments for at least 1 year,15.0,existing credits paid back duly till now,retraining,1736.0,A65,.. >= 7 years,4.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",39.0,none,for free,4.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,0.753
... >= 200 DM / salary assignments for at least 1 year,15.0,existing credits paid back duly till now,education,2004.0,A61,.. >= 7 years,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,72.0,none,rent,4.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.738
... >= 200 DM / salary assignments for at least 1 year,43.0,existing credits paid back duly till now,education,1850.0,A61,... < 1 year,4.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",40.0,none,rent,4.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.706
0 <= ... < 200 DM,4.0,existing credits paid back duly till now,retraining,276.0,A65,.. >= 7 years,3.0,male : single,none,3.0,if not A121 : building society savings agreement/ life insurance,19.0,none,own,2.0,skilled employee / official,1.0,none,yes,0.711
... < 0 DM,12.0,existing credits paid back duly till now,education,690.0,A61,.. >= 7 years,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,38.0,none,rent,2.0,skilled employee / official,1.0,none,yes,0.787
0 <= ... < 200 DM,17.0,existing credits paid back duly till now,retraining,1816.0,A65,.. >= 7 years,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,27.0,none,own,4.0,skilled employee / official,1.0,none,yes,0.754
0 <= ... < 200 DM,11.0,existing credits paid back duly till now,retraining,627.0,A65,.. >= 7 years,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,67.0,none,own,1.0,skilled employee / official,1.0,none,yes,0.751
0 <= ... < 200 DM,37.0,existing credits paid back duly till now,retraining,7061.0,A65,.. >= 7 years,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,38.0,none,own,2.0,skilled employee / official,1.0,none,yes,0.686
... < 0 DM,18.0,existing credits paid back duly till now,furniture/equipment,1115.0,A65,... < 1 year,4.0,male : divorced/separated,none,2.0,"if not A121/A122 : car or other, not in attribute 6",26.0,none,own,1.0,skilled employee / official,1.0,none,yes,0.755
... < 0 DM,4.0,all credits at this bank paid back duly,furniture/equipment,1186.0,A64,.. >= 7 years,4.0,female : divorced/separated/married,none,2.0,"if not A121/A122 : car or other, not in attribute 6",33.0,none,rent,4.0,skilled employee / official,1.0,none,yes,0.739
0 <= ... < 200 DM,18.0,existing credits paid back duly till now,education,289.0,A61,unemployed,4.0,female : divorced/separated/married,guarantor,2.0,"if not A121/A122 : car or other, not in attribute 6",33.0,none,for free,3.0,skilled employee / official,1.0,none,yes,0.732
... < 0 DM,21.0,existing credits paid back duly till now,furniture/equipment,1400.0,A61,unemployed,1.0,female : divorced/separated/married,none,2.0,if not A121 : building society savings agreement/ life insurance,33.0,none,own,4.0,skilled employee / official,1.0,none,yes,0.665
... < 0 DM,18.0,existing credits paid back duly till now,furniture/equipment,929.0,A61,unemployed,4.0,female : divorced/separated/married,none,4.0,"if not A121/A122 : car or other, not in attribute 6",65.0,none,for free,2.0,skilled employee / official,1.0,none,yes,0.725
0 <= ... < 200 DM,4.0,existing credits paid back duly till now,furniture/equipment,276.0,A64,... < 1 year,1.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,20.0,none,own,1.0,skilled employee / official,1.0,none,yes,0.748
0 <= ... < 200 DM,11.0,existing credits paid back duly till now,furniture/equipment,1667.0,A65,... < 1 year,4.0,female : divorced/separated/married,none,1.0,real estate,48.0,none,for free,1.0,skilled employee / official,1.0,none,yes,0.78
0 <= ... < 200 DM,11.0,delay in paying off in the past,retraining,1553.0,A64,... < 1 year,4.0,female : divorced/separated/married,none,1.0,real estate,19.0,none,rent,3.0,skilled employee / official,1.0,none,yes,0.776
0 <= ... < 200 DM,11.0,existing credits paid back duly till now,furniture/equipment,1576.0,A64,... < 1 year,4.0,female : divorced/separated/married,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,20.0,none,own,4.0,skilled employee / official,1.0,none,yes,0.76
0 <= ... < 200 DM,38.0,existing credits paid back duly till now,furniture/equipment,1793.0,A64,... < 1 year,4.0,female : divorced/separated/married,none,1.0,if not A121 : building society savings agreement/ life insurance,20.0,none,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.709
no checking account,10.0,existing credits paid back duly till now,car (new),1357.0,A61,1 <= ... < 4 years,2.0,male : divorced/separated,none,4.0,"if not A121/A122 : car or other, not in attribute 6",35.0,none,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.72
no checking account,4.0,all credits at this bank paid back duly,car (new),2847.0,A61,4 <= ... < 7 years,2.0,female : divorced/separated/married,none,4.0,"if not A121/A122 : car or other, not in attribute 6",64.0,none,rent,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.769
no checking account,10.0,existing credits paid back duly till now,car (new),340.0,A65,1 <= ... < 4 years,2.0,female : divorced/separated/married,none,4.0,"if not A121/A122 : car or other, not in attribute 6",64.0,none,for free,1.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.767
no checking account,10.0,existing credits paid back duly till now,car (new),1224.0,A61,1 <= ... < 4 years,2.0,female : divorced/separated/married,none,4.0,if not A121 : building society savings agreement/ life insurance,73.0,none,own,4.0,skilled employee / official,1.0,"yes, registered under the customers name",no,0.737
no checking account,36.0,existing credits paid back duly till now,car (new),1384.0,A61,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,4.0,"if not A121/A122 : car or other, not in attribute 6",64.0,none,for free,2.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.775
no checking account,10.0,existing credits paid back duly till now,retraining,998.0,A65,... < 1 year,2.0,female : divorced/separated/married,none,2.0,if not A121 : building society savings agreement/ life insurance,24.0,none,rent,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.753
0 <= ... < 200 DM,5.0,existing credits paid back duly till now,car (new),891.0,A65,4 <= ... < 7 years,4.0,male : divorced/separated,none,3.0,if not A121 : building society savings agreement/ life insurance,40.0,none,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.75
no checking account,10.0,all credits at this bank paid back duly,retraining,276.0,A65,4 <= ... < 7 years,4.0,female : divorced/separated/married,none,3.0,if not A121 : building society savings agreement/ life insurance,40.0,none,own,4.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.771
no checking account,10.0,delay in paying off in the past,retraining,2611.0,A65,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,4.0,if not A121 : building society savings agreement/ life insurance,40.0,none,own,1.0,skilled employee / official,1.0,none,yes,0.746
no checking account,21.0,existing credits paid back duly till now,retraining,861.0,A65,4 <= ... < 7 years,4.0,female : divorced/separated/married,none,3.0,if not A121 : building society savings agreement/ life insurance,75.0,none,own,2.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.735
no checking account,9.0,delay in paying off in the past,car (new),2031.0,A61,... < 1 year,4.0,male : single,none,3.0,unknown / no property,43.0,none,for free,2.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.733
no checking account,24.0,all credits at this bank paid back duly,car (new),276.0,A61,.. >= 7 years,4.0,male : divorced/separated,guarantor,4.0,unknown / no property,60.0,none,for free,2.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.785
... < 0 DM,24.0,delay in paying off in the past,retraining,2051.0,A65,.. >= 7 years,4.0,male : single,none,4.0,unknown / no property,60.0,none,for free,2.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.801
no checking account,24.0,delay in paying off in the past,car (new),2022.0,A61,.. >= 7 years,4.0,male : single,none,4.0,unknown / no property,75.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,none,no,0.763
no checking account,48.0,delay in paying off in the past,car (new),5485.0,A61,.. >= 7 years,4.0,male : single,none,4.0,unknown / no property,60.0,none,for free,3.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.695
... < 0 DM,16.0,existing credits paid back duly till now,furniture/equipment,3112.0,A65,... < 1 year,3.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,28.0,none,own,1.0,skilled employee / official,1.0,none,yes,0.8
0 <= ... < 200 DM,24.0,delay in paying off in the past,furniture/equipment,5240.0,A61,1 <= ... < 4 years,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,28.0,none,rent,1.0,skilled employee / official,1.0,none,no,0.771
... < 0 DM,24.0,existing credits paid back duly till now,education,4213.0,A61,1 <= ... < 4 years,4.0,male : single,co-applicant,4.0,if not A121 : building society savings agreement/ life insurance,19.0,none,for free,1.0,skilled employee / official,1.0,none,yes,0.727
