status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,credit_risk
0 <= ... < 200 DM,21,critical account/ other credits existing (not at this bank),furniture/equipment,2745,A64,4 <= ... < 7 years,3,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",32,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,0
0 <= ... < 200 DM,30,delay in paying off in the past,business,2503,A62,.. >= 7 years,4,male : single,none,2,if not A121 : building society savings agreement/ life insurance,41,stores,own,2,skilled employee / official,1,none,yes,0
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (used),2760,A65,.. >= 7 years,4,male : single,none,4,unknown / no property,36,bank,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,18,existing credits paid back duly till now,car (new),2662,A65,4 <= ... < 7 years,4,male : single,none,3,if not A121 : building society savings agreement/ life insurance,32,none,own,1,skilled employee / official,1,none,no,0
no checking account,12,critical account/ other credits existing (not at this bank),furniture/equipment,5801,A65,.. >= 7 years,2,male : single,none,4,if not A121 : building society savings agreement/ life insurance,49,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
0 <= ... < 200 DM,24,delay in paying off in the past,business,6967,A62,4 <= ... < 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",36,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0
no checking account,42,existing credits paid back duly till now,radio/television,7166,A65,4 <= ... < 7 years,2,male : married/widowed,none,4,if not A121 : building society savings agreement/ life insurance,29,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,24,existing credits paid back duly till now,furniture/equipment,5511,A62,1 <= ... < 4 years,4,male : single,none,1,"if not A121/A122 : car or other, not in attribute 6",25,stores,own,1,skilled employee / official,1,none,yes,0
0 <= ... < 200 DM,48,existing credits paid back duly till now,others,5381,A65,unemployed,3,male : single,none,4,unknown / no property,40,bank,for free,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name",yes,0
0 <= ... < 200 DM,18,existing credits paid back duly till now,business,1941,A64,1 <= ... < 4 years,4,male : single,none,2,if not A121 : building society savings agreement/ life insurance,35,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,0
0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),car (used),1804,A62,... < 1 year,3,male : single,none,4,if not A121 : building society savings agreement/ life insurance,44,none,own,1,skilled employee / official,1,none,yes,0
0 <= ... < 200 DM,9,critical account/ other credits existing (not at this bank),furniture/equipment,1919,A61,4 <= ... < 7 years,4,male : single,none,3,"if not A121/A122 : car or other, not in attribute 6",35,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,18,existing credits paid back duly till now,car (new),1820,A61,1 <= ... < 4 years,2,male : married/widowed,none,2,if not A121 : building society savings agreement/ life insurance,30,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0
... < 0 DM,18,all credits at this bank paid back duly,furniture/equipment,1887,A63,... < 1 year,4,male : single,co-applicant,4,real estate,36,bank,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,no,0
no checking account,24,critical account/ other credits existing (not at this bank),radio/television,2684,A61,1 <= ... < 4 years,4,male : single,none,2,real estate,35,none,own,2,unskilled - resident,1,none,yes,0
no checking account,18,existing credits paid back duly till now,furniture/equipment,2515,A61,1 <= ... < 4 years,3,male : single,none,4,real estate,43,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
0 <= ... < 200 DM,21,critical account/ other credits existing (not at this bank),furniture/equipment,2745,A64,4 <= ... < 7 years,3,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",32,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,36,existing credits paid back duly till now,radio/television,2394,A65,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,skilled employee / official,1,none,yes,0
0 <= ... < 200 DM,30,delay in paying off in the past,business,2503,A62,.. >= 7 years,4,male : single,none,2,if not A121 : building society savings agreement/ life insurance,41,stores,own,2,skilled employee / official,1,none,yes,0
no checking account,24,existing credits paid back duly till now,car (new),1469,A62,.. >= 7 years,4,male : married/widowed,none,4,real estate,41,none,rent,1,unskilled - resident,1,none,yes,0
no checking account,18,existing credits paid back duly till now,radio/television,1473,A61,... < 1 year,3,male : married/widowed,none,4,real estate,39,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,24,existing credits paid back duly till now,car (new),1474,A62,... < 1 year,4,male : married/widowed,none,3,real estate,33,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,12,existing credits paid back duly till now,furniture/equipment,1574,A61,1 <= ... < 4 years,4,male : single,none,2,real estate,50,none,own,1,skilled employee / official,1,none,yes,0
no checking account,12,existing credits paid back duly till now,business,1542,A61,4 <= ... < 7 years,2,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",36,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
0 <= ... < 200 DM,24,delay in paying off in the past,radio/television,1553,A62,4 <= ... < 7 years,3,female : divorced/separated/married,none,2,if not A121 : building society savings agreement/ life insurance,23,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,15,critical account/ other credits existing (not at this bank),radio/television,1602,A61,.. >= 7 years,1,male : married/widowed,guarantor,4,real estate,19,none,own,2,skilled employee / official,1,none,yes,0
no checking account,12,critical account/ other credits existing (not at this bank),radio/television,1655,A61,.. >= 7 years,2,male : single,none,4,real estate,63,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,0
no checking account,12,existing credits paid back duly till now,retraining,1424,A63,.. >= 7 years,1,female : divorced/separated/married,none,4,real estate,19,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,12,critical account/ other credits existing (not at this bank),furniture/equipment,1592,A64,4 <= ... < 7 years,3,female : divorced/separated/married,none,2,if not A121 : building society savings agreement/ life insurance,35,none,own,1,skilled employee / official,1,none,no,0
no checking account,36,critical account/ other credits existing (not at this bank),radio/television,3342,A65,.. >= 7 years,4,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",51,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,24,existing credits paid back duly till now,radio/television,3235,A63,.. >= 7 years,3,male : divorced/separated,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0
no checking account,15,critical account/ other credits existing (not at this bank),furniture/equipment,3343,A61,1 <= ... < 4 years,4,male : single,none,2,unknown / no property,28,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,15,existing credits paid back duly till now,car (used),3029,A61,4 <= ... < 7 years,2,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",33,none,own,1,skilled employee / official,1,none,yes,0
no checking account,36,existing credits paid back duly till now,car (new),3079,A65,1 <= ... < 4 years,4,male : single,none,4,real estate,36,none,own,1,skilled employee / official,1,none,yes,0
no checking account,12,existing credits paid back duly till now,radio/television,776,A61,1 <= ... < 4 years,4,male : married/widowed,none,2,real estate,28,none,own,1,skilled employee / official,1,none,yes,0
no checking account,6,existing credits paid back duly till now,repairs,660,A63,4 <= ... < 7 years,2,male : married/widowed,none,4,real estate,23,none,rent,1,unskilled - resident,1,none,yes,0
0 <= ... < 200 DM,6,existing credits paid back duly till now,radio/television,368,A65,.. >= 7 years,4,male : single,none,4,if not A121 : building society savings agreement/ life insurance,38,none,own,1,skilled employee / official,1,none,yes,0
no checking account,12,existing credits paid back duly till now,car (new),640,A61,1 <= ... < 4 years,4,male : divorced/separated,none,2,real estate,49,none,own,1,unskilled - resident,1,none,yes,0
0 <= ... < 200 DM,12,existing credits paid back duly till now,business,841,A62,4 <= ... < 7 years,2,female : divorced/separated/married,none,4,real estate,23,none,rent,1,unskilled - resident,1,none,yes,0
no checking account,9,critical account/ other credits existing (not at this bank),education,1244,A65,.. >= 7 years,4,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,41,none,rent,2,unskilled - resident,1,none,yes,0
no checking account,12,critical account/ other credits existing (not at this bank),radio/television,1291,A61,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,if not A121 : building society savings agreement/ life insurance,35,none,own,2,skilled employee / official,1,none,yes,0
0 <= ... < 200 DM,4,critical account/ other credits existing (not at this bank),radio/television,1318,A63,.. >= 7 years,4,male : single,none,4,if not A121 : building society savings agreement/ life insurance,27,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,22,existing credits paid back duly till now,car (new),1283,A65,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,25,none,rent,1,skilled employee / official,1,none,yes,0
0 <= ... < 200 DM,18,existing credits paid back duly till now,education,1239,A65,1 <= ... < 4 years,4,male : single,none,4,unknown / no property,61,none,for free,1,skilled employee / official,1,none,yes,0
no checking account,24,existing credits paid back duly till now,radio/television,999,A65,.. >= 7 years,4,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,own,2,skilled employee / official,1,none,yes,0
no checking account,18,critical account/ other credits existing (not at this bank),radio/television,1149,A64,1 <= ... < 4 years,4,male : single,none,3,real estate,46,none,own,2,skilled employee / official,1,none,yes,0
no checking account,12,existing credits paid back duly till now,car (new),1101,A61,1 <= ... < 4 years,3,male : married/widowed,none,2,real estate,27,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,12,existing credits paid back duly till now,radio/television,776,A61,1 <= ... < 4 years,4,male : married/widowed,none,2,real estate,28,none,own,1,skilled employee / official,1,none,yes,0
... >= 200 DM / salary assignments for at least 1 year,18,existing credits paid back duly till now,retraining,276,A61,1 <= ... < 4 years,4,male : married/widowed,guarantor,2,real estate,22,none,own,1,skilled employee / official,1,none,yes,0
0 <= ... < 200 DM,24,delay in paying off in the past,business,6967,A62,4 <= ... < 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",36,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0
0 <= ... < 200 DM,36,existing credits paid back duly till now,car (used),6948,A61,1 <= ... < 4 years,2,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",35,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0
no checking account,11,critical account/ other credits existing (not at this bank),car (new),7228,A61,1 <= ... < 4 years,1,male : single,none,4,if not A121 : building society savings agreement/ life insurance,39,none,own,2,unskilled - resident,1,none,yes,0
no checking account,27,delay in paying off in the past,car (used),8613,A64,1 <= ... < 4 years,2,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,2,skilled employee / official,1,none,yes,0
0 <= ... < 200 DM,20,existing credits paid back duly till now,car (used),6468,A65,unemployed,1,male : divorced/separated,none,4,real estate,60,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0
no checking account,12,critical account/ other credits existing (not at this bank),car (new),1163,A63,1 <= ... < 4 years,4,male : single,none,4,real estate,44,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
0 <= ... < 200 DM,9,existing credits paid back duly till now,education,1199,A61,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,67,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0
... < 0 DM,24,critical account/ other credits existing (not at this bank),radio/television,1206,A62,.. >= 7 years,4,male : single,none,4,if not A121 : building society savings agreement/ life insurance,57,none,rent,1,unskilled - resident,1,"yes, registered under the customers name",yes,0
0 <= ... < 200 DM,18,existing credits paid back duly till now,education,1239,A65,1 <= ... < 4 years,4,male : single,none,4,unknown / no property,61,none,for free,1,skilled employee / official,1,none,yes,0
no checking account,22,existing credits paid back duly till now,car (new),1283,A65,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,25,none,rent,1,skilled employee / official,1,none,yes,0
no checking account,21,existing credits paid back duly till now,car (used),5248,A65,1 <= ... < 4 years,1,male : single,none,3,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,none,yes,0
no checking account,24,existing credits paid back duly till now,car (used),5433,A65,unemployed,2,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,26,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0
no checking account,30,existing credits paid back duly till now,car (used),4811,A65,4 <= ... < 7 years,2,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,24,stores,rent,1,unskilled - resident,1,none,yes,0
no checking account,24,existing credits paid back duly till now,furniture/equipment,3972,A61,4 <= ... < 7 years,2,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,25,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,5084,A65,.. >= 7 years,2,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",42,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
0 <= ... < 200 DM,18,existing credits paid back duly till now,education,1239,A65,1 <= ... < 4 years,4,male : single,none,4,unknown / no property,61,none,for free,1,skilled employee / official,1,none,yes,0
no checking account,10,critical account/ other credits existing (not at this bank),car (new),1231,A61,.. >= 7 years,3,male : single,none,4,real estate,32,none,own,2,unskilled - resident,2,none,no,0
no checking account,12,critical account/ other credits existing (not at this bank),car (new),1163,A63,1 <= ... < 4 years,4,male : single,none,4,real estate,44,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
0 <= ... < 200 DM,9,existing credits paid back duly till now,education,1199,A61,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,67,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0
no checking account,24,existing credits paid back duly till now,car (new),1249,A61,... < 1 year,4,male : married/widowed,none,2,real estate,28,none,own,1,skilled employee / official,1,none,yes,0
no checking account,24,existing credits paid back duly till now,car (new),1249,A61,... < 1 year,4,male : married/widowed,none,2,real estate,28,none,own,1,skilled employee / official,1,none,yes,0
no checking account,15,critical account/ other credits existing (not at this bank),radio/television,1360,A61,1 <= ... < 4 years,4,male : single,none,2,if not A121 : building society savings agreement/ life insurance,31,none,own,2,skilled employee / official,1,none,yes,0
no checking account,12,critical account/ other credits existing (not at this bank),radio/television,1291,A61,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,if not A121 : building society savings agreement/ life insurance,35,none,own,2,skilled employee / official,1,none,yes,0
no checking account,9,critical account/ other credits existing (not at this bank),car (new),1224,A61,1 <= ... < 4 years,3,male : single,none,1,real estate,30,none,own,2,skilled employee / official,1,none,yes,0
no checking account,24,existing credits paid back duly till now,business,1258,A61,4 <= ... < 7 years,4,male : single,none,1,real estate,25,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,12,critical account/ other credits existing (not at this bank),furniture/equipment,1935,A61,.. >= 7 years,4,male : single,none,4,real estate,43,none,own,3,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,9,critical account/ other credits existing (not at this bank),car (new),2134,A61,1 <= ... < 4 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",48,none,own,3,skilled employee / official,1,"yes, registered under the customers name",yes,0
0 <= ... < 200 DM,24,delay in paying off in the past,car (new),1965,A65,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",42,none,rent,2,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,12,existing credits paid back duly till now,car (new),2133,A65,.. >= 7 years,4,female : divorced/separated/married,none,4,unknown / no property,52,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0
no checking account,24,existing credits paid back duly till now,radio/television,1901,A62,1 <= ... < 4 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",29,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0
0 <= ... < 200 DM,18,existing credits paid back duly till now,business,1941,A64,1 <= ... < 4 years,4,male : single,none,2,if not A121 : building society savings agreement/ life insurance,35,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,0
0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),car (used),1804,A62,... < 1 year,3,male : single,none,4,if not A121 : building society savings agreement/ life insurance,44,none,own,1,skilled employee / official,1,none,yes,0
0 <= ... < 200 DM,9,critical account/ other credits existing (not at this bank),furniture/equipment,1919,A61,4 <= ... < 7 years,4,male : single,none,3,"if not A121/A122 : car or other, not in attribute 6",35,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,18,existing credits paid back duly till now,car (new),1820,A61,1 <= ... < 4 years,2,male : married/widowed,none,2,if not A121 : building society savings agreement/ life insurance,30,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (used),2028,A65,1 <= ... < 4 years,4,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",30,none,own,1,skilled employee / official,1,none,yes,0
... < 0 DM,24,critical account/ other credits existing (not at this bank),radio/television,1231,A64,.. >= 7 years,4,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,57,none,rent,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0
no checking account,6,existing credits paid back duly till now,domestic appliances,1338,A63,1 <= ... < 4 years,1,male : divorced/separated,none,4,real estate,62,none,own,1,skilled employee / official,1,none,yes,0
no checking account,6,existing credits paid back duly till now,car (used),1236,A63,1 <= ... < 4 years,2,male : single,none,4,if not A121 : building society savings agreement/ life insurance,50,none,rent,1,skilled employee / official,1,none,yes,0
no checking account,15,critical account/ other credits existing (not at this bank),radio/television,1316,A63,1 <= ... < 4 years,2,male : married/widowed,none,2,if not A121 : building society savings agreement/ life insurance,47,none,own,2,unskilled - resident,1,none,yes,0
... < 0 DM,6,critical account/ other credits existing (not at this bank),car (used),1236,A64,.. >= 7 years,1,male : single,guarantor,4,if not A121 : building society savings agreement/ life insurance,50,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,24,existing credits paid back duly till now,car (new),7393,A61,1 <= ... < 4 years,1,male : single,none,4,if not A121 : building society savings agreement/ life insurance,43,none,own,1,unskilled - resident,2,none,yes,0
... >= 200 DM / salary assignments for at least 1 year,4,existing credits paid back duly till now,car (used),276,A65,1 <= ... < 4 years,1,male : divorced/separated,none,2,if not A121 : building society savings agreement/ life insurance,30,none,for free,1,skilled employee / official,2,none,no,0
no checking account,24,critical account/ other credits existing (not at this bank),car (used),6842,A65,1 <= ... < 4 years,2,male : single,none,4,if not A121 : building society savings agreement/ life insurance,46,none,own,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,0
no checking account,60,existing credits paid back duly till now,car (new),6527,A65,1 <= ... < 4 years,4,male : single,none,4,unknown / no property,34,none,for free,1,skilled employee / official,2,"yes, registered under the customers name",yes,0
0 <= ... < 200 DM,20,existing credits paid back duly till now,car (used),6468,A65,unemployed,1,male : divorced/separated,none,4,real estate,60,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0
... < 0 DM,9,critical account/ other credits existing (not at this bank),car (new),2799,A61,1 <= ... < 4 years,2,male : single,none,2,real estate,36,none,rent,2,skilled employee / official,2,none,yes,0
no checking account,9,existing credits paid back duly till now,radio/television,2697,A61,1 <= ... < 4 years,1,male : single,none,2,real estate,32,none,own,1,skilled employee / official,2,none,yes,0
no checking account,9,existing credits paid back duly till now,furniture/equipment,2828,A61,1 <= ... < 4 years,4,male : single,none,4,real estate,22,none,own,1,skilled employee / official,2,none,yes,0
no checking account,9,critical account/ other credits existing (not at this bank),furniture/equipment,2406,A61,unemployed,2,male : single,none,3,"if not A121/A122 : car or other, not in attribute 6",31,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,0
no checking account,9,existing credits paid back duly till now,car (new),2507,A63,.. >= 7 years,2,male : single,none,4,unknown / no property,51,none,for free,1,unskilled - resident,1,none,yes,0
no checking account,36,existing credits paid back duly till now,car (new),3079,A65,1 <= ... < 4 years,4,male : single,none,4,real estate,36,none,own,1,skilled employee / official,1,none,yes,0
0 <= ... < 200 DM,24,existing credits paid back duly till now,furniture/equipment,3069,A62,.. >= 7 years,4,male : single,none,4,unknown / no property,30,none,for free,1,skilled employee / official,1,none,yes,0
no checking account,12,existing credits paid back duly till now,radio/television,3077,A61,1 <= ... < 4 years,2,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",52,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,36,critical account/ other credits existing (not at this bank),radio/television,3342,A65,.. >= 7 years,4,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",51,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,24,existing credits paid back duly till now,radio/television,3235,A63,.. >= 7 years,3,male : divorced/separated,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0
no checking account,6,existing credits paid back duly till now,car (used),1236,A63,1 <= ... < 4 years,2,male : single,none,4,if not A121 : building society savings agreement/ life insurance,50,none,rent,1,skilled employee / official,1,none,yes,0
no checking account,6,existing credits paid back duly till now,domestic appliances,1338,A63,1 <= ... < 4 years,1,male : divorced/separated,none,4,real estate,62,none,own,1,skilled employee / official,1,none,yes,0
no checking account,12,critical account/ other credits existing (not at this bank),business,1264,A65,.. >= 7 years,4,male : single,none,4,unknown / no property,57,none,rent,1,unskilled - resident,1,none,yes,0
no checking account,12,critical account/ other credits existing (not at this bank),car (new),1163,A63,1 <= ... < 4 years,4,male : single,none,4,real estate,44,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,22,existing credits paid back duly till now,car (new),1283,A65,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,25,none,rent,1,skilled employee / official,1,none,yes,0
no checking account,12,existing credits paid back duly till now,radio/television,776,A61,1 <= ... < 4 years,4,male : married/widowed,none,2,real estate,28,none,own,1,skilled employee / official,1,none,yes,0
no checking account,12,existing credits paid back duly till now,car (new),640,A61,1 <= ... < 4 years,4,male : divorced/separated,none,2,real estate,49,none,own,1,unskilled - resident,1,none,yes,0
no checking account,12,existing credits paid back duly till now,radio/television,886,A65,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute 6",21,none,own,1,skilled employee / official,1,none,yes,0
... < 0 DM,6,critical account/ other credits existing (not at this bank),car (new),276,A62,... < 1 year,3,female : divorced/separated/married,guarantor,1,if not A121 : building society savings agreement/ life insurance,19,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0
no checking account,12,critical account/ other credits existing (not at this bank),radio/television,618,A61,.. >= 7 years,4,male : single,none,4,real estate,56,none,own,1,skilled employee / official,1,none,yes,0
0 <= ... < 200 DM,36,existing credits paid back duly till now,education,3711,A65,1 <= ... < 4 years,2,male : married/widowed,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,skilled employee / official,1,none,yes,0
no checking account,24,delay in paying off in the past,furniture/equipment,4151,A62,1 <= ... < 4 years,2,male : single,none,3,if not A121 : building society savings agreement/ life insurance,35,none,own,2,skilled employee / official,1,none,yes,0
no checking account,24,existing credits paid back duly till now,furniture/equipment,3972,A61,4 <= ... < 7 years,2,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,25,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
... >= 200 DM / salary assignments for at least 1 year,36,existing credits paid back duly till now,radio/television,3913,A61,1 <= ... < 4 years,2,male : single,none,2,real estate,23,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
... < 0 DM,21,existing credits paid back duly till now,car (new),3763,A65,4 <= ... < 7 years,2,male : single,co-applicant,2,real estate,24,none,own,1,unskilled - resident,1,none,no,0
0 <= ... < 200 DM,24,delay in paying off in the past,business,4712,A65,1 <= ... < 4 years,4,male : single,none,2,if not A121 : building society savings agreement/ life insurance,37,bank,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0
no checking account,24,existing credits paid back duly till now,furniture/equipment,5511,A62,1 <= ... < 4 years,4,male : single,none,1,"if not A121/A122 : car or other, not in attribute 6",25,stores,own,1,skilled employee / official,1,none,yes,0
0 <= ... < 200 DM,18,existing credits paid back duly till now,car (new),5866,A62,1 <= ... < 4 years,2,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",30,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,24,critical account/ other credits existing (not at this bank),furniture/equipment,5150,A61,.. >= 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",33,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,30,critical account/ other credits existing (not at this bank),radio/television,6742,A65,4 <= ... < 7 years,2,male : single,none,3,if not A121 : building society savings agreement/ life insurance,36,none,own,2,skilled employee / official,1,none,yes,0
0 <= ... < 200 DM,30,delay in paying off in the past,business,2503,A62,.. >= 7 years,4,male : single,none,2,if not A121 : building society savings agreement/ life insurance,41,stores,own,2,skilled employee / official,1,none,yes,0
0 <= ... < 200 DM,24,delay in paying off in the past,furniture/equipment,2333,A65,... < 1 year,4,male : single,none,2,if not A121 : building society savings agreement/ life insurance,29,bank,own,1,unskilled - resident,1,none,yes,0
no checking account,24,critical account/ other credits existing (not at this bank),radio/television,2424,A65,.. >= 7 years,4,male : single,none,4,if not A121 : building society savings agreement/ life insurance,53,none,own,2,skilled employee / official,1,none,yes,0
0 <= ... < 200 DM,18,existing credits paid back duly till now,car (used),2622,A65,... < 1 year,4,male : single,none,4,if not A121 : building society savings agreement/ life insurance,34,none,own,1,skilled employee / official,1,none,yes,0
no checking account,24,critical account/ other credits existing (not at this bank),car (used),2346,A61,4 <= ... < 7 years,4,male : single,none,3,"if not A121/A122 : car or other, not in attribute 6",35,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,27,delay in paying off in the past,car (used),8613,A64,1 <= ... < 4 years,2,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,2,skilled employee / official,1,none,yes,0
no checking account,48,critical account/ other credits existing (not at this bank),car (used),8858,A65,4 <= ... < 7 years,2,male : single,none,1,unknown / no property,35,none,for free,2,skilled employee / official,1,"yes, registered under the customers name",yes,0
0 <= ... < 200 DM,36,existing credits paid back duly till now,car (used),6948,A61,1 <= ... < 4 years,2,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",35,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0
no checking account,24,existing credits paid back duly till now,car (used),9277,A65,1 <= ... < 4 years,2,male : divorced/separated,none,4,unknown / no property,48,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,36,critical account/ other credits existing (not at this bank),car (used),10477,A65,.. >= 7 years,2,male : single,none,4,unknown / no property,42,none,for free,2,skilled employee / official,1,none,yes,0
