age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income
69.0,Other/Unknown,Assoc,Single,Blue-Collar,White,Male,50.0,0.091
90.0,Private,Assoc,Divorced,Service,Other,Male,79.0,0.108
90.0,Private,HS-grad,Widowed,Other/Unknown,White,Male,1.0,0.685
17.0,Government,Prof-school,Separated,Professional,Other,Female,16.0,0.853
17.0,Private,Prof-school,Single,Sales,White,Male,44.0,0.759
34.0,Self-Employed,Bachelors,Single,Other/Unknown,Other,Male,78.0,0.86
90.0,Private,Prof-school,Separated,Sales,Other,Female,99.0,0.856
17.0,Other/Unknown,School,Separated,White-Collar,Other,Male,1.0,0.025
20.0,Other/Unknown,Assoc,Married,Other/Unknown,White,Male,28.0,0.141
37.0,Private,Some-college,Married,White-Collar,White,Male,54.0,0.218
59.0,Other/Unknown,Assoc,Divorced,Blue-Collar,Other,Female,76.0,0.018
90.0,Private,Some-college,Married,White-Collar,White,Male,99.0,0.205
17.0,Self-Employed,Prof-school,Widowed,Sales,Other,Female,1.0,0.905
17.0,Government,HS-grad,Divorced,Other/Unknown,White,Male,20.0,0.849
17.0,Private,Prof-school,Single,Sales,White,Female,46.0,0.751
17.0,Self-Employed,Bachelors,Single,Service,Other,Female,84.0,0.735
17.0,Other/Unknown,Some-college,Divorced,Service,Other,Male,1.0,0.041
33.0,Private,Assoc,Married,Sales,White,Male,28.0,0.179
39.0,Other/Unknown,HS-grad,Married,White-Collar,Other,Female,60.0,0.119
68.0,Other/Unknown,Assoc,Separated,Sales,White,Male,77.0,0.056
90.0,Other/Unknown,Bachelors,Married,Professional,Other,Male,99.0,0.161
90.0,Private,Prof-school,Widowed,Other/Unknown,White,Male,1.0,0.784
17.0,Government,HS-grad,Single,Other/Unknown,Other,Female,12.0,0.872
17.0,Self-Employed,Prof-school,Single,Sales,White,Female,42.0,0.901
34.0,Private,Some-college,Single,Other/Unknown,Other,Male,73.0,0.662
90.0,Government,Prof-school,Single,Other/Unknown,White,Female,99.0,0.861
17.0,Other/Unknown,Assoc,Married,Blue-Collar,Other,Female,1.0,0.019
43.0,Other/Unknown,HS-grad,Divorced,White-Collar,White,Female,20.0,0.115
60.0,Private,Some-college,Married,Service,White,Female,42.0,0.244
90.0,Other/Unknown,Assoc,Divorced,White-Collar,Other,Male,64.0,0.013
90.0,Private,Some-college,Married,Service,White,Female,99.0,0.254
44.0,Government,HS-grad,Widowed,Service,Other,Female,15.0,0.764
62.0,Government,Prof-school,Separated,Professional,White,Female,40.0,0.767
83.0,Government,Doctorate,Widowed,Other/Unknown,White,Female,70.0,0.8
90.0,Government,Bachelors,Single,Professional,Other,Male,99.0,0.768
18.0,Private,Assoc,Separated,Blue-Collar,White,Male,1.0,0.169
66.0,Other/Unknown,Some-college,Divorced,Professional,Other,Male,21.0,0.047
83.0,Private,Doctorate,Divorced,Professional,White,Female,64.0,0.264
17.0,Other/Unknown,Assoc,Married,White-Collar,White,Female,42.0,0.039
90.0,Other/Unknown,Assoc,Married,White-Collar,White,Male,99.0,0.035
43.0,Government,Prof-school,Widowed,Other/Unknown,Other,Female,1.0,0.93
17.0,Private,Prof-school,Single,Sales,White,Female,28.0,0.75
17.0,Private,Prof-school,Widowed,Other/Unknown,Other,Male,80.0,0.903
82.0,Self-Employed,Bachelors,Separated,Sales,White,Male,48.0,0.665
90.0,Private,Prof-school,Single,Sales,White,Female,99.0,0.744
17.0,Other/Unknown,School,Divorced,Professional,Other,Male,1.0,0.033
35.0,Private,Assoc,Married,Blue-Collar,White,Female,18.0,0.144
55.0,Other/Unknown,Assoc,Single,White-Collar,Other,Male,37.0,0.023
72.0,Other/Unknown,Bachelors,Married,Professional,White,Female,64.0,0.237
90.0,Government,Assoc,Married,Professional,White,Female,99.0,0.253
24.0,Government,Prof-school,Separated,Other/Unknown,Other,Male,1.0,0.912
17.0,Self-Employed,HS-grad,Single,Blue-Collar,White,Female,19.0,0.83
38.0,Self-Employed,HS-grad,Single,Blue-Collar,White,Female,54.0,0.783
49.0,Government,Prof-school,Widowed,Sales,Other,Male,78.0,0.909
90.0,Self-Employed,HS-grad,Single,Blue-Collar,White,Female,99.0,0.742
90.0,Other/Unknown,Assoc,Divorced,Professional,Other,Female,1.0,0.019
17.0,Other/Unknown,Masters,Married,Professional,White,Female,16.0,0.107
38.0,Other/Unknown,Masters,Single,Service,Other,Female,41.0,0.091
49.0,Government,Assoc,Married,Professional,White,Female,72.0,0.29
90.0,Other/Unknown,Masters,Divorced,Blue-Collar,White,Female,99.0,0.118
81.0,Government,Prof-school,Widowed,Other/Unknown,Other,Female,1.0,0.925
17.0,Self-Employed,HS-grad,Separated,Professional,White,Male,18.0,0.739
25.0,Private,Prof-school,Single,Sales,White,Female,44.0,0.75
44.0,Self-Employed,HS-grad,Single,Other/Unknown,White,Female,78.0,0.831
90.0,Private,Prof-school,Widowed,White-Collar,Other,Male,99.0,0.715
17.0,Private,Prof-school,Separated,Other/Unknown,White,Male,1.0,0.794
17.0,Self-Employed,Bachelors,Single,Blue-Collar,Other,Female,30.0,0.77
28.0,Private,Prof-school,Single,Other/Unknown,Other,Male,60.0,0.88
35.0,Self-Employed,HS-grad,Separated,Blue-Collar,White,Male,88.0,0.739
90.0,Private,Prof-school,Single,Professional,Other,Female,99.0,0.791
29.0,Other/Unknown,Bachelors,Widowed,White-Collar,White,Male,25.0,0.121
47.0,Private,Masters,Married,White-Collar,White,Male,52.0,0.258
65.0,Other/Unknown,Some-college,Separated,Blue-Collar,Other,Female,75.0,0.1
90.0,Private,Masters,Married,White-Collar,White,Male,99.0,0.251
66.0,Government,Prof-school,Widowed,Other/Unknown,Other,Female,1.0,0.927
17.0,Private,HS-grad,Single,Sales,White,Male,15.0,0.648
17.0,Self-Employed,School,Widowed,Sales,White,Female,48.0,0.632
17.0,Private,Prof-school,Single,Other/Unknown,Other,Male,80.0,0.89
88.0,Private,Bachelors,Single,Sales,Other,Female,99.0,0.733
17.0,Other/Unknown,Doctorate,Divorced,Service,Other,Female,1.0,0.029
37.0,Other/Unknown,Bachelors,Married,White-Collar,White,Female,30.0,0.132
49.0,Private,Assoc,Separated,Professional,Other,Male,57.0,0.224
76.0,Private,Assoc,Divorced,Service,Other,Female,80.0,0.09
90.0,Other/Unknown,Bachelors,Single,White-Collar,White,Male,99.0,0.139
59.0,Self-Employed,HS-grad,Single,Other/Unknown,White,Female,1.0,0.867
17.0,Private,Prof-school,Single,Sales,Other,Male,23.0,0.847
17.0,Government,HS-grad,Widowed,Sales,White,Male,53.0,0.777
17.0,Self-Employed,Prof-school,Single,Other/Unknown,Other,Male,90.0,0.938
90.0,Private,HS-grad,Separated,Sales,Other,Female,99.0,0.764
39.0,Other/Unknown,Some-college,Married,Blue-Collar,White,Male,24.0,0.085
55.0,Private,Assoc,Single,Sales,White,Male,59.0,0.308
83.0,Private,Assoc,Divorced,White-Collar,Other,Male,78.0,0.087
90.0,Other/Unknown,Some-college,Married,Blue-Collar,White,Female,99.0,0.154
17.0,Self-Employed,Some-college,Single,Service,White,Female,1.0,0.694
60.0,Private,Prof-school,Widowed,Other/Unknown,Other,Male,21.0,0.875
40.0,Private,HS-grad,Single,Other/Unknown,Other,Female,76.0,0.761
17.0,Self-Employed,Prof-school,Separated,Sales,White,Male,47.0,0.842
90.0,Self-Employed,Prof-school,Widowed,Service,Other,Male,99.0,0.836
17.0,Government,Assoc,Married,White-Collar,Other,Female,25.0,0.171
38.0,Private,Assoc,Married,White-Collar,White,Male,52.0,0.119
57.0,Other/Unknown,School,Separated,Service,Other,Female,76.0,0.086
90.0,Private,Prof-school,Single,Sales,Other,Female,1.0,0.805
17.0,Government,HS-grad,Widowed,Other/Unknown,White,Male,16.0,0.839
46.0,Private,Prof-school,Widowed,Sales,White,Female,41.0,0.786
63.0,Self-Employed,Bachelors,Separated,Other/Unknown,White,Female,74.0,0.84
17.0,Other/Unknown,Assoc,Married,Blue-Collar,White,Female,1.0,0.058
40.0,Other/Unknown,Assoc,Divorced,White-Collar,Other,Male,24.0,0.01
45.0,Private,Assoc,Divorced,White-Collar,White,Female,55.0,0.118
64.0,Other/Unknown,School,Single,Service,Other,Male,78.0,0.055
90.0,Private,Assoc,Divorced,White-Collar,White,Female,99.0,0.12
38.0,Self-Employed,Prof-school,Single,Other/Unknown,White,Female,1.0,0.909
17.0,Private,HS-grad,Widowed,Sales,Other,Male,29.0,0.75
17.0,Private,Bachelors,Single,Sales,Other,Female,79.0,0.754
77.0,Self-Employed,Prof-school,Separated,Other/Unknown,White,Male,52.0,0.881
17.0,Private,Assoc,Divorced,Service,Other,Female,1.0,0.085
35.0,Other/Unknown,Doctorate,Married,White-Collar,White,Male,20.0,0.048
49.0,Private,Masters,Married,White-Collar,White,Male,52.0,0.256
66.0,Other/Unknown,Some-college,Separated,Blue-Collar,Other,Female,75.0,0.1
44.0,Private,Prof-school,Widowed,Other/Unknown,White,Male,1.0,0.81
17.0,Government,HS-grad,Married,Other/Unknown,Other,Male,28.0,0.813
17.0,Private,Some-college,Divorced,Other/Unknown,Other,Male,77.0,0.58
84.0,Self-Employed,Prof-school,Separated,Sales,Other,Female,46.0,0.919
90.0,Private,Prof-school,Widowed,Sales,Other,Female,99.0,0.867
17.0,Other/Unknown,School,Divorced,White-Collar,Other,Female,1.0,0.021
29.0,Private,Assoc,Married,Professional,White,Male,22.0,0.196
85.0,Other/Unknown,Bachelors,Single,Professional,White,Female,44.0,0.309
17.0,Private,Doctorate,Married,Blue-Collar,White,Female,77.0,0.31
90.0,Other/Unknown,Bachelors,Married,Professional,Other,Female,99.0,0.216
17.0,Self-Employed,Prof-school,Single,Blue-Collar,White,Female,1.0,0.862
90.0,Self-Employed,Prof-school,Single,Blue-Collar,White,Female,44.0,0.837
17.0,Private,HS-grad,Widowed,Sales,Other,Male,34.0,0.755
17.0,Self-Employed,Prof-school,Single,Blue-Collar,White,Male,81.0,0.846
88.0,Private,Prof-school,Separated,Other/Unknown,Other,Female,99.0,0.88
17.0,Other/Unknown,School,Single,Blue-Collar,Other,Male,1.0,0.066
72.0,Government,Some-college,Married,Service,White,Male,17.0,0.349
90.0,Other/Unknown,Assoc,Separated,Blue-Collar,Other,Male,66.0,0.025
17.0,Government,Assoc,Married,White-Collar,White,Male,48.0,0.19
90.0,Other/Unknown,Some-college,Married,Service,White,Female,99.0,0.137
53.0,Private,Masters,Married,White-Collar,White,Male,51.0,0.252
67.0,Other/Unknown,Some-college,Separated,Blue-Collar,Other,Female,75.0,0.1
26.0,Other/Unknown,Some-college,Married,Blue-Collar,White,Male,16.0,0.08
56.0,Private,Assoc,Married,Sales,White,Male,41.0,0.151
72.0,Other/Unknown,Assoc,Divorced,White-Collar,Other,Male,72.0,0.014
17.0,Other/Unknown,School,Married,White-Collar,Other,Female,1.0,0.033
84.0,Other/Unknown,HS-grad,Separated,White-Collar,White,Male,19.0,0.096
70.0,Other/Unknown,HS-grad,Separated,Service,Other,Male,67.0,0.152
17.0,Government,Assoc,Married,White-Collar,White,Male,45.0,0.19
17.0,Self-Employed,Prof-school,Single,Sales,Other,Female,1.0,0.938
26.0,Self-Employed,HS-grad,Widowed,Professional,White,Male,25.0,0.733
47.0,Self-Employed,Some-college,Single,Other/Unknown,White,Male,47.0,0.8
67.0,Self-Employed,Prof-school,Single,Professional,White,Female,74.0,0.817
90.0,Self-Employed,Prof-school,Widowed,Other/Unknown,Other,Male,99.0,0.93
17.0,Other/Unknown,Assoc,Single,White-Collar,White,Male,1.0,0.074
44.0,Private,Bachelors,Married,Service,White,Male,25.0,0.338
86.0,Private,Assoc,Divorced,White-Collar,Other,Male,50.0,0.073
17.0,Other/Unknown,Bachelors,Married,Service,White,Male,74.0,0.131
90.0,Other/Unknown,Assoc,Married,Service,White,Male,99.0,0.051
76.0,Self-Employed,Prof-school,Single,Other/Unknown,White,Female,1.0,0.888
17.0,Private,HS-grad,Widowed,Sales,Other,Male,19.0,0.735
17.0,Self-Employed,Bachelors,Single,Other/Unknown,White,Male,47.0,0.851
28.0,Government,Prof-school,Single,White-Collar,Other,Female,79.0,0.848
17.0,Other/Unknown,Some-college,Widowed,White-Collar,White,Female,1.0,0.092
44.0,Other/Unknown,Bachelors,Married,White-Collar,Other,Male,17.0,0.077
73.0,Other/Unknown,HS-grad,Married,Sales,White,Male,39.0,0.157
83.0,Private,Assoc,Divorced,Service,Other,Male,66.0,0.105
24.0,Private,Prof-school,Widowed,Sales,White,Female,1.0,0.782
17.0,Private,Prof-school,Divorced,Other/Unknown,Other,Male,31.0,0.82
27.0,Government,HS-grad,Married,Other/Unknown,Other,Male,61.0,0.818
41.0,Self-Employed,Prof-school,Divorced,Sales,White,Female,85.0,0.788
90.0,Private,Masters,Widowed,Other/Unknown,Other,Male,99.0,0.737
17.0,Government,Prof-school,Single,Other/Unknown,Other,Female,1.0,0.928
90.0,Government,Prof-school,Widowed,Sales,Other,Female,40.0,0.915
35.0,Government,Bachelors,Separated,Professional,White,Male,27.0,0.598
49.0,Self-Employed,Bachelors,Married,Other/Unknown,White,Female,75.0,0.672
90.0,Government,Prof-school,Separated,Professional,Other,Male,99.0,0.82
39.0,Private,Assoc,Married,Service,White,Male,19.0,0.153
65.0,Other/Unknown,HS-grad,Married,Blue-Collar,Other,Male,40.0,0.125
90.0,Private,Assoc,Divorced,Blue-Collar,White,Male,73.0,0.163
90.0,Government,Prof-school,Widowed,Other/Unknown,White,Male,1.0,0.866
17.0,Government,Bachelors,Separated,Professional,Other,Female,12.0,0.73
45.0,Government,HS-grad,Widowed,Other/Unknown,Other,Female,37.0,0.876
75.0,Self-Employed,HS-grad,Widowed,Sales,White,Female,71.0,0.785
17.0,Government,Assoc,Married,Blue-Collar,Other,Male,1.0,0.192
27.0,Other/Unknown,HS-grad,Divorced,White-Collar,White,Female,25.0,0.116
47.0,Government,Assoc,Married,White-Collar,White,Female,52.0,0.212
64.0,Other/Unknown,School,Single,Service,Other,Male,74.0,0.055
90.0,Government,Assoc,Married,White-Collar,White,Female,99.0,0.223
17.0,Other/Unknown,Some-college,Divorced,White-Collar,Other,Male,1.0,0.021
33.0,Other/Unknown,Masters,Married,Service,White,Male,25.0,0.105
50.0,Private,Some-college,Married,White-Collar,White,Male,51.0,0.206
69.0,Other/Unknown,School,Separated,Blue-Collar,Other,Female,72.0,0.077
44.0,Private,Prof-school,Single,Other/Unknown,Other,Female,1.0,0.861
17.0,Private,Bachelors,Separated,Professional,White,Male,27.0,0.515
17.0,Private,HS-grad,Separated,Sales,Other,Female,75.0,0.793
80.0,Self-Employed,Prof-school,Single,Blue-Collar,White,Male,49.0,0.828
90.0,Private,School,Single,Other/Unknown,Other,Male,99.0,0.665
70.0,Private,HS-grad,Married,Blue-Collar,White,Male,13.0,0.335
87.0,Private,HS-grad,Divorced,Blue-Collar,Other,Male,57.0,0.372
17.0,Other/Unknown,Assoc,Married,Professional,White,Female,41.0,0.098
90.0,Other/Unknown,HS-grad,Married,Blue-Collar,White,Male,99.0,0.192
17.0,Government,Prof-school,Single,Sales,White,Female,1.0,0.87
44.0,Private,Prof-school,Widowed,Other/Unknown,Other,Male,26.0,0.881
17.0,Private,HS-grad,Separated,Sales,Other,Male,75.0,0.728
90.0,Self-Employed,HS-grad,Widowed,Other/Unknown,White,Female,45.0,0.776
90.0,Private,Prof-school,Widowed,White-Collar,White,Female,99.0,0.616
24.0,Other/Unknown,Some-college,Married,Blue-Collar,White,Male,20.0,0.081
75.0,Government,Bachelors,Single,Other/Unknown,White,Male,1.0,0.714
17.0,Government,HS-grad,Single,Other/Unknown,White,Male,48.0,0.832
17.0,Government,Prof-school,Widowed,Sales,Other,Female,19.0,0.913
32.0,Government,Some-college,Widowed,Sales,Other,Female,80.0,0.832
90.0,Government,Prof-school,Single,Other/Unknown,Other,Male,99.0,0.92
17.0,Private,Assoc,Single,Service,White,Male,1.0,0.293
90.0,Other/Unknown,Masters,Divorced,Sales,White,Male,18.0,0.139
17.0,Private,Masters,Married,White-Collar,White,Male,44.0,0.275
90.0,Other/Unknown,Assoc,Married,White-Collar,White,Male,75.0,0.034
35.0,Other/Unknown,Assoc,Divorced,Service,Other,Male,99.0,0.027
90.0,Private,Prof-school,Separated,Other/Unknown,White,Male,1.0,0.776
17.0,Government,HS-grad,Single,Sales,Other,Female,16.0,0.867
37.0,Self-Employed,Prof-school,Widowed,Other/Unknown,White,Male,41.0,0.898
57.0,Private,HS-grad,Divorced,Sales,Other,Female,70.0,0.673
76.0,Government,HS-grad,Widowed,Other/Unknown,Other,Female,1.0,0.845
17.0,Private,Prof-school,Single,Sales,White,Male,12.0,0.748
17.0,Self-Employed,HS-grad,Single,Professional,White,Male,41.0,0.842
34.0,Self-Employed,Prof-school,Single,Other/Unknown,White,Male,76.0,0.894
90.0,Self-Employed,Prof-school,Single,Other/Unknown,Other,Female,99.0,0.91
90.0,Government,HS-grad,Separated,Professional,Other,Male,15.0,0.662
17.0,Self-Employed,Prof-school,Widowed,Service,White,Female,35.0,0.779
17.0,Government,Some-college,Single,Other/Unknown,White,Female,1.0,0.819
33.0,Government,Some-college,Single,Sales,Other,Male,69.0,0.718
44.0,Private,HS-grad,Widowed,Sales,Other,Male,26.0,0.714
17.0,Private,Prof-school,Single,Other/Unknown,Other,Male,76.0,0.889
90.0,Self-Employed,Prof-school,Married,Other/Unknown,White,Male,45.0,0.796
90.0,Private,Prof-school,Widowed,Blue-Collar,Other,Female,99.0,0.814
74.0,Other/Unknown,Masters,Single,Sales,White,Male,26.0,0.184
90.0,Other/Unknown,Some-college,Divorced,Service,Other,Male,72.0,0.047
17.0,Private,Assoc,Married,White-Collar,White,Male,60.0,0.124
90.0,Other/Unknown,Masters,Married,Sales,White,Female,99.0,0.166
40.0,Self-Employed,Prof-school,Single,Other/Unknown,Other,Male,45.0,0.927
53.0,Self-Employed,Prof-school,Widowed,Other/Unknown,White,Male,78.0,0.902
37.0,Other/Unknown,Some-college,Married,White-Collar,Other,Male,29.0,0.039
60.0,Private,Some-college,Separated,Professional,Other,Male,63.0,0.389
90.0,Private,Assoc,Divorced,Service,White,Female,86.0,0.152
17.0,Other/Unknown,Some-college,Married,White-Collar,Other,Male,99.0,0.061
17.0,Self-Employed,HS-grad,Married,Other/Unknown,White,Male,1.0,0.784
90.0,Self-Employed,Prof-school,Single,Sales,White,Male,29.0,0.854
17.0,Self-Employed,Prof-school,Widowed,Sales,Other,Female,60.0,0.928
42.0,Self-Employed,HS-grad,Married,Other/Unknown,White,Male,83.0,0.721
90.0,Self-Employed,Bachelors,Separated,Sales,Other,Male,99.0,0.774
22.0,Other/Unknown,Some-college,Married,Service,White,Male,1.0,0.093
17.0,Other/Unknown,Some-college,Married,Professional,Other,Male,55.0,0.082
90.0,Other/Unknown,Some-college,Divorced,Blue-Collar,Other,Male,26.0,0.032
37.0,Other/Unknown,Assoc,Divorced,Sales,White,Male,79.0,0.112
90.0,Other/Unknown,Some-college,Married,Blue-Collar,Other,Male,99.0,0.08
90.0,Government,Prof-school,Divorced,Other/Unknown,White,Male,1.0,0.785
17.0,Government,Bachelors,Separated,Professional,Other,Female,11.0,0.729
36.0,Self-Employed,Prof-school,Widowed,Other/Unknown,Other,Male,36.0,0.93
60.0,Government,HS-grad,Divorced,Sales,White,Female,67.0,0.747
75.0,Private,HS-grad,Married,Blue-Collar,White,Male,15.0,0.331
90.0,Other/Unknown,HS-grad,Divorced,Blue-Collar,Other,Male,60.0,0.092
17.0,Other/Unknown,Assoc,Married,White-Collar,White,Female,41.0,0.039
64.0,Other/Unknown,Assoc,Married,Blue-Collar,White,Male,99.0,0.055
17.0,Self-Employed,Bachelors,Single,Other/Unknown,Other,Female,27.0,0.833
33.0,Private,Prof-school,Widowed,Professional,Other,Male,51.0,0.794
47.0,Self-Employed,HS-grad,Separated,Service,White,Female,79.0,0.698
17.0,Other/Unknown,Masters,Married,Service,White,Male,1.0,0.108
90.0,Other/Unknown,Bachelors,Separated,Sales,Other,Male,26.0,0.136
17.0,Government,Assoc,Married,Service,White,Male,52.0,0.33
52.0,Other/Unknown,Bachelors,Married,Service,White,Male,81.0,0.132
90.0,Other/Unknown,Doctorate,Divorced,White-Collar,Other,Male,99.0,0.037
75.0,Private,Prof-school,Widowed,Sales,Other,Male,1.0,0.794
17.0,Government,Bachelors,Single,Professional,White,Female,16.0,0.73
17.0,Private,HS-grad,Separated,Other/Unknown,Other,Male,43.0,0.789
31.0,Self-Employed,HS-grad,Single,Other/Unknown,White,Male,79.0,0.86
17.0,Other/Unknown,Assoc,Single,White-Collar,Other,Female,1.0,0.026
30.0,Other/Unknown,Bachelors,Married,Sales,White,Male,20.0,0.134
46.0,Private,Assoc,Married,Blue-Collar,White,Male,50.0,0.158
67.0,Private,Doctorate,Divorced,Service,Other,Female,75.0,0.181
79.0,Private,Prof-school,Separated,Other/Unknown,White,Male,1.0,0.78
17.0,Self-Employed,Bachelors,Single,Blue-Collar,Other,Female,22.0,0.766
32.0,Government,Prof-school,Widowed,Other/Unknown,White,Male,50.0,0.898
46.0,Self-Employed,HS-grad,Separated,Blue-Collar,White,Male,82.0,0.737
17.0,Other/Unknown,Doctorate,Divorced,Blue-Collar,Other,Male,1.0,0.028
20.0,Other/Unknown,Assoc,Married,White-Collar,White,Female,22.0,0.037
44.0,Private,Assoc,Married,White-Collar,White,Female,54.0,0.131
61.0,Other/Unknown,School,Single,Service,Other,Male,76.0,0.055
90.0,Private,Assoc,Married,White-Collar,White,Female,99.0,0.131
17.0,Government,Prof-school,Married,Other/Unknown,Other,Male,1.0,0.868
43.0,Government,HS-grad,Widowed,Sales,White,Female,25.0,0.763
84.0,Government,Prof-school,Married,Other/Unknown,Other,Male,45.0,0.859
17.0,Government,Prof-school,Widowed,Other/Unknown,White,Female,75.0,0.919
88.0,Government,Prof-school,Widowed,Other/Unknown,Other,Male,99.0,0.932
17.0,Other/Unknown,Some-college,Divorced,White-Collar,Other,Female,1.0,0.023
48.0,Private,Assoc,Married,Professional,White,Male,16.0,0.179
73.0,Other/Unknown,Bachelors,Single,White-Collar,White,Male,40.0,0.123
90.0,Other/Unknown,Assoc,Divorced,Service,Other,Male,73.0,0.021
18.0,Other/Unknown,Bachelors,Married,White-Collar,White,Male,99.0,0.097
31.0,Government,HS-grad,Single,Other/Unknown,White,Female,1.0,0.867
17.0,Government,Prof-school,Widowed,White-Collar,Other,Male,26.0,0.827
17.0,Government,HS-grad,Divorced,Sales,Other,Female,77.0,0.794
79.0,Self-Employed,Prof-school,Single,Other/Unknown,White,Male,46.0,0.878
90.0,Government,Prof-school,Widowed,Other/Unknown,Other,Male,99.0,0.932
79.0,Other/Unknown,HS-grad,Divorced,Sales,White,Male,17.0,0.197
84.0,Other/Unknown,HS-grad,Separated,Service,Other,Male,64.0,0.142
90.0,Self-Employed,Prof-school,Widowed,Professional,Other,Male,56.0,0.869
18.0,Government,HS-grad,Separated,Other/Unknown,White,Female,38.0,0.797
24.0,Government,Prof-school,Divorced,Sales,Other,Female,83.0,0.877
90.0,Private,HS-grad,Widowed,Other/Unknown,White,Female,99.0,0.704
29.0,Private,Some-college,Married,White-Collar,White,Female,18.0,0.24
49.0,Self-Employed,Some-college,Married,Service,Other,Female,40.0,0.318
67.0,Other/Unknown,Assoc,Divorced,Blue-Collar,White,Male,67.0,0.048
37.0,Other/Unknown,School,Married,White-Collar,White,Male,21.0,0.034
51.0,Private,Masters,Married,White-Collar,White,Male,51.0,0.254
69.0,Other/Unknown,Some-college,Separated,Blue-Collar,Other,Female,74.0,0.1
46.0,Other/Unknown,HS-grad,Divorced,Service,White,Female,22.0,0.215
63.0,Private,Some-college,Married,White-Collar,White,Female,45.0,0.253
81.0,Other/Unknown,Masters,Single,Professional,Other,Male,69.0,0.105
44.0,Other/Unknown,Doctorate,Separated,Sales,Other,Male,45.0,0.12
17.0,Other/Unknown,Masters,Single,Professional,White,Female,25.0,0.225
64.0,Private,Assoc,Married,Service,White,Female,69.0,0.161
37.0,Self-Employed,Prof-school,Separated,Blue-Collar,White,Female,1.0,0.851
17.0,Private,Some-college,Widowed,Sales,Other,Male,26.0,0.567
17.0,Private,HS-grad,Widowed,Sales,Other,Female,79.0,0.827
78.0,Self-Employed,Prof-school,Separated,Other/Unknown,White,Male,45.0,0.88
90.0,Self-Employed,Prof-school,Single,Other/Unknown,White,Male,99.0,0.876
90.0,Self-Employed,Prof-school,Widowed,Sales,Other,Female,1.0,0.898
17.0,Private,HS-grad,Divorced,Other/Unknown,Other,Male,16.0,0.695
32.0,Self-Employed,Prof-school,Single,Sales,White,Female,40.0,0.896
52.0,Self-Employed,Prof-school,Single,Other/Unknown,White,Female,76.0,0.867
76.0,Private,Prof-school,Widowed,Sales,Other,Male,1.0,0.793
31.0,Self-Employed,HS-grad,Single,Other/Unknown,White,Male,80.0,0.86
17.0,Self-Employed,Prof-school,Married,Other/Unknown,White,Female,1.0,0.755
90.0,Self-Employed,Bachelors,Single,Blue-Collar,White,Male,40.0,0.74
17.0,Private,HS-grad,Separated,Sales,Other,Male,29.0,0.673
30.0,Self-Employed,HS-grad,Widowed,Other/Unknown,White,Male,77.0,0.842
90.0,Private,Prof-school,Separated,Other/Unknown,Other,Female,99.0,0.879
17.0,Other/Unknown,Masters,Divorced,Blue-Collar,White,Male,1.0,0.09
48.0,Self-Employed,Assoc,Married,Professional,Other,Male,18.0,0.24
67.0,Other/Unknown,Some-college,Single,Sales,White,Female,40.0,0.291
90.0,Other/Unknown,Assoc,Divorced,Blue-Collar,Other,Male,70.0,0.019
19.0,Other/Unknown,Some-college,Married,White-Collar,Other,Male,99.0,0.061
17.0,Private,Prof-school,Single,Professional,White,Female,1.0,0.676
90.0,Self-Employed,Bachelors,Single,Professional,White,Male,41.0,0.746
17.0,Private,Prof-school,Separated,Sales,Other,Male,32.0,0.838
29.0,Self-Employed,Bachelors,Separated,Professional,White,Female,79.0,0.78
17.0,Other/Unknown,Some-college,Married,Service,Other,Male,1.0,0.056
48.0,Private,Assoc,Separated,Sales,White,Male,15.0,0.165
61.0,Other/Unknown,Bachelors,Widowed,White-Collar,Other,Male,40.0,0.105
81.0,Private,Assoc,Married,Sales,White,Male,66.0,0.143
90.0,Other/Unknown,Bachelors,Separated,Sales,White,Male,99.0,0.198
17.0,Government,Prof-school,Married,Other/Unknown,Other,Female,1.0,0.856
17.0,Self-Employed,Bachelors,Single,Blue-Collar,White,Male,34.0,0.766
38.0,Private,HS-grad,Widowed,Other/Unknown,Other,Male,60.0,0.835
49.0,Self-Employed,HS-grad,Separated,Sales,Other,Male,89.0,0.825
90.0,Private,Prof-school,Single,Other/Unknown,White,Female,99.0,0.767
17.0,Private,Assoc,Separated,Service,White,Male,1.0,0.167
40.0,Other/Unknown,Doctorate,Divorced,White-Collar,Other,Female,17.0,0.021
54.0,Private,Doctorate,Married,Professional,White,Female,40.0,0.284
75.0,Other/Unknown,Doctorate,Divorced,Blue-Collar,Other,Female,71.0,0.039
90.0,Private,Assoc,Married,Professional,White,Female,99.0,0.188
58.0,Government,Prof-school,Widowed,Professional,Other,Female,1.0,0.856
17.0,Government,Some-college,Single,Other/Unknown,White,Male,14.0,0.781
17.0,Self-Employed,HS-grad,Single,Sales,Other,Male,45.0,0.888
58.0,Self-Employed,Prof-school,Single,Service,White,Female,71.0,0.775
29.0,Government,Prof-school,Single,Other/Unknown,Other,Female,1.0,0.925
17.0,Self-Employed,HS-grad,Separated,Sales,White,Male,28.0,0.72
26.0,Private,Prof-school,Single,Other/Unknown,Other,Female,53.0,0.883
49.0,Self-Employed,Bachelors,Single,Sales,White,Female,83.0,0.82
17.0,Self-Employed,Some-college,Divorced,Service,Other,Male,1.0,0.284
39.0,Other/Unknown,Assoc,Widowed,Sales,White,Male,20.0,0.083
