sex,age,priors_count,race,c_charge_degree,twoyearrecid
Male,38.0,0.0,African-American,M,0.802
Male,22.0,19.7,Caucasian,M,0.716
Male,22.7,0.0,Caucasian,F,0.372
Male,36.6,18.6,Caucasian,F,0.347
Female,18.6,26.6,African-American,F,0.269
Male,76.2,2.8,Caucasian,F,0.369
Male,43.3,38.0,Caucasian,F,0.313
Female,18.0,3.8,African-American,M,0.691
Male,47.6,0.0,Caucasian,M,0.738
Male,67.3,5.5,African-American,M,0.8
Male,78.6,14.9,Caucasian,M,0.745
Male,80.0,33.5,Caucasian,M,0.736
Male,32.0,9.7,Caucasian,F,0.358
Male,37.6,22.9,Caucasian,F,0.342
Male,76.5,38.0,Caucasian,F,0.323
Female,23.3,38.0,Caucasian,F,0.363
Male,18.0,5.5,African-American,M,0.788
Male,42.1,0.0,Caucasian,M,0.736
Male,80.0,1.0,African-American,M,0.805
Female,63.3,11.0,Caucasian,M,0.762
Male,49.7,25.7,Caucasian,M,0.726
Female,38.3,20.0,African-American,F,0.272
Female,78.7,22.8,African-American,F,0.268
Female,18.0,33.4,African-American,F,0.252
Male,31.7,0.0,African-American,M,0.801
Male,30.3,19.4,Caucasian,M,0.72
Male,46.9,0.0,Caucasian,F,0.37
Female,27.7,38.0,African-American,F,0.238
Male,35.1,0.0,African-American,M,0.802
Female,61.0,0.0,African-American,M,0.684
Female,53.0,19.0,Caucasian,M,0.754
Male,19.5,3.1,Caucasian,F,0.369
Male,39.9,13.4,Caucasian,F,0.352
Male,66.8,38.0,Caucasian,F,0.318
Female,38.9,22.4,African-American,F,0.268
Female,19.3,13.5,African-American,F,0.296
Female,58.8,7.3,African-American,F,0.298
Female,46.1,33.0,African-American,F,0.249
Female,27.0,24.2,African-American,F,0.268
Female,34.3,0.0,Caucasian,M,0.761
Male,55.9,0.0,African-American,M,0.804
Male,27.9,9.1,African-American,M,0.79
Male,57.7,19.0,African-American,M,0.784
Male,80.0,33.1,African-American,M,0.758
Male,24.1,17.1,African-American,F,0.362
Female,26.0,38.0,African-American,F,0.239
Female,53.8,0.0,African-American,M,0.689
Female,18.0,10.9,Caucasian,M,0.748
Female,57.9,17.5,Caucasian,M,0.757
Female,80.0,29.9,Caucasian,M,0.752
Male,25.1,1.0,Caucasian,F,0.37
Female,21.2,25.7,African-American,F,0.269
Female,50.1,14.8,African-American,F,0.281
Female,80.0,29.4,African-American,F,0.255
Female,18.0,6.4,Caucasian,M,0.751
Male,25.0,0.0,African-American,M,0.799
Male,52.2,13.6,African-American,M,0.791
Male,25.1,29.1,African-American,M,0.755
Female,19.1,14.0,African-American,F,0.295
Female,57.5,8.0,African-American,F,0.296
Female,25.1,25.0,African-American,F,0.268
Female,34.8,36.1,African-American,F,0.241
Male,24.3,0.0,Caucasian,M,0.728
Female,18.0,7.0,African-American,M,0.688
Female,41.4,9.9,Caucasian,M,0.757
Female,50.9,22.9,Caucasian,M,0.751
Female,77.4,35.7,Caucasian,M,0.742
Male,18.0,5.7,African-American,F,0.376
Female,62.3,18.5,African-American,F,0.274
Female,22.7,25.3,African-American,F,0.269
Female,27.0,37.6,African-American,F,0.239
Female,57.7,0.0,Caucasian,M,0.768
Male,40.9,0.0,African-American,M,0.803
Male,53.0,19.1,Caucasian,M,0.731
Male,18.0,5.3,African-American,F,0.377
Female,61.3,17.8,African-American,F,0.275
Female,23.8,24.9,African-American,F,0.269
Female,33.0,35.8,African-American,F,0.242
Male,31.8,0.0,African-American,M,0.801
Female,60.8,0.0,Caucasian,M,0.769
Male,27.0,19.2,Caucasian,M,0.719
Male,24.9,2.0,Caucasian,F,0.369
Female,49.0,15.9,African-American,F,0.279
Female,18.7,26.3,African-American,F,0.269
Male,23.2,1.1,African-American,F,0.386
Female,19.2,14.2,African-American,F,0.295
Female,23.7,25.9,African-American,F,0.267
Female,80.0,35.8,African-American,F,0.243
Male,26.1,5.1,Caucasian,F,0.365
Female,51.0,16.7,African-American,F,0.278
Female,18.3,26.6,African-American,F,0.269
Female,80.0,30.0,African-American,F,0.254
Male,23.2,1.0,African-American,F,0.387
Female,19.4,13.6,African-American,F,0.296
Female,24.9,25.0,African-American,F,0.268
Female,32.5,35.9,African-American,F,0.242
Female,54.0,0.0,African-American,M,0.688
Male,80.0,4.0,African-American,M,0.801
Female,80.0,14.4,Caucasian,M,0.765
Female,57.8,29.4,Caucasian,M,0.744
Male,31.6,4.9,Caucasian,F,0.364
Male,38.3,19.1,Caucasian,F,0.346
Male,33.7,34.5,Caucasian,F,0.32
Male,77.0,38.0,Caucasian,F,0.323
Male,18.0,4.1,African-American,M,0.79
Female,24.1,0.0,Caucasian,M,0.757
Male,42.6,8.6,Caucasian,M,0.732
Male,55.7,18.2,African-American,M,0.786
Male,72.9,29.8,Caucasian,M,0.734
Female,33.4,22.3,African-American,F,0.269
Male,19.0,0.0,Caucasian,F,0.373
Male,40.1,30.9,Caucasian,F,0.328
Female,18.0,5.0,Caucasian,M,0.752
Male,43.1,0.0,African-American,M,0.803
Male,80.0,4.7,African-American,M,0.8
Male,56.0,16.2,African-American,M,0.788
Male,56.0,36.0,African-American,M,0.756
Male,18.0,12.9,African-American,F,0.366
Female,60.2,17.7,African-American,F,0.276
Female,23.0,25.5,African-American,F,0.268
Female,80.0,31.0,African-American,F,0.252
Female,42.2,0.0,Caucasian,M,0.764
Female,80.0,1.1,African-American,M,0.67
Male,41.7,13.7,African-American,M,0.789
Female,47.7,26.2,Caucasian,M,0.746
Female,63.5,19.4,African-American,F,0.272
Female,22.0,25.5,African-American,F,0.269
Female,35.3,35.7,African-American,F,0.242
Female,51.9,0.0,Caucasian,M,0.767
Male,59.5,6.5,African-American,M,0.798
Female,70.9,14.6,Caucasian,M,0.762
Female,78.0,33.1,Caucasian,M,0.746
Female,48.2,8.1,African-American,F,0.296
Male,18.4,16.2,African-American,F,0.363
Female,24.9,31.6,African-American,F,0.254
Female,67.6,21.4,African-American,F,0.269
Male,36.2,0.0,African-American,M,0.802
Male,80.0,5.1,African-American,M,0.799
Male,24.8,16.1,African-American,M,0.776
Male,36.3,33.9,African-American,M,0.755
Male,18.0,5.9,African-American,M,0.787
Female,54.2,0.0,African-American,M,0.688
Female,80.0,14.5,Caucasian,M,0.764
Female,57.5,29.0,Caucasian,M,0.745
Male,46.5,0.0,Caucasian,F,0.37
Female,44.1,16.7,African-American,F,0.278
Male,37.1,22.9,Caucasian,F,0.342
Male,41.1,7.1,Caucasian,F,0.36
Male,53.2,38.0,Caucasian,F,0.315
Male,76.0,0.0,Caucasian,F,0.369
Female,18.3,28.5,African-American,F,0.265
Female,34.5,0.0,Caucasian,M,0.761
Female,53.2,19.0,Caucasian,M,0.754
Male,40.6,8.0,Caucasian,F,0.359
Female,48.0,17.0,African-American,F,0.277
Female,61.4,30.4,African-American,F,0.253
Female,18.0,4.6,Caucasian,M,0.752
Male,28.3,0.0,African-American,M,0.8
Male,21.1,16.2,African-American,M,0.773
Male,26.3,34.8,African-American,M,0.746
Male,31.4,9.8,Caucasian,F,0.358
Male,38.2,22.5,Caucasian,F,0.342
Female,23.5,38.0,Caucasian,F,0.363
Female,18.0,6.2,Caucasian,M,0.751
Male,56.7,12.6,African-American,M,0.792
Male,50.8,31.0,African-American,M,0.765
Female,80.0,24.8,African-American,F,0.264
Female,32.1,22.4,African-American,F,0.269
Female,52.4,10.9,African-American,F,0.288
Female,56.3,38.0,African-American,F,0.237
Female,72.5,0.0,Caucasian,M,0.77
Female,46.1,7.4,African-American,M,0.686
Male,79.2,12.6,Caucasian,M,0.746
Female,80.0,29.6,Caucasian,M,0.752
Male,30.1,0.1,Caucasian,F,0.371
Female,30.3,37.0,African-American,F,0.24
Male,44.1,19.7,African-American,M,0.783
Female,32.9,5.7,African-American,F,0.306
Female,48.8,18.2,African-American,F,0.275
Female,56.5,32.2,African-American,F,0.25
Female,18.0,5.7,Caucasian,M,0.751
Male,80.0,6.8,African-American,M,0.797
Male,25.1,16.8,African-American,M,0.776
Male,38.0,34.0,African-American,M,0.755
Male,18.0,2.7,Caucasian,M,0.723
Female,43.4,0.0,African-American,M,0.694
Male,80.0,1.2,African-American,M,0.805
Male,35.1,13.2,African-American,M,0.789
Male,34.9,33.6,African-American,M,0.755
Female,48.3,8.1,African-American,F,0.296
Male,18.6,16.2,African-American,F,0.363
Female,24.9,31.1,African-American,F,0.255
Female,67.6,21.5,African-American,F,0.269
Male,25.4,6.0,Caucasian,F,0.364
Male,37.6,21.1,Caucasian,F,0.344
Female,18.0,27.4,African-American,F,0.268
Male,75.9,0.9,Caucasian,F,0.369
Male,51.1,38.0,Caucasian,F,0.314
Male,30.3,0.0,African-American,M,0.8
Female,19.6,17.6,African-American,M,0.679
Male,34.0,0.0,African-American,M,0.802
Female,62.8,0.0,Caucasian,M,0.769
Male,46.3,19.5,African-American,M,0.784
Male,29.6,0.0,African-American,M,0.8
Female,58.9,0.0,African-American,M,0.685
Male,20.0,18.5,Caucasian,M,0.715
Female,37.9,0.0,African-American,M,0.694
Male,64.3,0.0,African-American,M,0.805
Male,44.2,18.4,African-American,M,0.785
Female,69.4,21.3,African-American,F,0.27
Female,18.0,18.4,African-American,F,0.286
Female,30.3,27.9,African-American,F,0.26
Female,35.3,38.0,African-American,F,0.237
Male,27.2,5.9,Caucasian,M,0.726
Female,51.4,9.4,Caucasian,M,0.76
Male,59.0,17.8,African-American,M,0.786
Female,80.0,27.3,Caucasian,M,0.756
Male,18.0,4.0,Caucasian,F,0.368
Male,37.5,19.8,Caucasian,F,0.345
Female,19.0,27.1,African-American,F,0.268
Male,76.4,5.0,Caucasian,F,0.368
Male,47.2,38.0,Caucasian,F,0.313
Female,28.5,11.0,Caucasian,M,0.752
Male,66.9,7.4,African-American,M,0.798
Male,18.0,22.0,African-American,M,0.761
Male,75.7,29.8,African-American,M,0.764
Male,22.2,2.0,Caucasian,F,0.37
Male,37.1,19.2,Caucasian,F,0.346
Female,18.3,26.9,African-American,F,0.268
Male,76.3,4.1,Caucasian,F,0.368
Male,44.7,38.0,Caucasian,F,0.313
Male,35.6,0.0,African-American,M,0.802
Female,68.5,0.0,Caucasian,M,0.77
Male,69.9,20.0,African-American,M,0.78
Male,38.3,29.6,Caucasian,F,0.33
Male,40.5,10.4,Caucasian,F,0.356
Male,70.4,38.0,Caucasian,F,0.319
Male,74.9,0.0,Caucasian,F,0.369
Female,41.4,0.0,Caucasian,M,0.764
Male,36.2,15.0,African-American,M,0.787
Male,26.5,33.2,African-American,M,0.749
Male,24.6,17.4,African-American,F,0.361
Female,27.5,38.0,African-American,F,0.238
Female,80.0,32.0,African-American,F,0.25
Male,18.0,4.0,African-American,M,0.79
Male,49.0,0.0,Caucasian,M,0.739
Female,62.9,6.3,Caucasian,M,0.765
Male,80.0,14.8,Caucasian,M,0.745
Male,42.7,27.5,African-American,M,0.77
Male,40.4,10.0,Caucasian,F,0.356
Male,22.2,20.4,Caucasian,F,0.347
Male,34.1,34.1,Caucasian,F,0.321
Male,76.2,38.0,Caucasian,F,0.323
Female,18.0,5.7,African-American,M,0.689
Male,35.2,0.0,Caucasian,M,0.733
Male,30.9,17.3,African-American,M,0.78
Male,44.4,32.5,Caucasian,M,0.72
Male,27.1,5.7,Caucasian,F,0.364
Male,37.7,21.2,Caucasian,F,0.343
Male,75.7,0.0,Caucasian,F,0.369
Male,51.6,38.0,Caucasian,F,0.315
Female,73.7,2.0,Caucasian,M,0.769
Female,24.0,7.9,African-American,M,0.687
Male,29.0,19.2,Caucasian,M,0.72
Female,80.0,25.4,Caucasian,M,0.757
Male,33.1,3.0,Caucasian,F,0.366
Female,62.1,18.4,African-American,F,0.274
Female,33.1,35.8,African-American,F,0.242
Female,18.0,4.8,Caucasian,M,0.752
Male,36.1,0.0,African-American,M,0.802
Male,24.7,16.2,African-American,M,0.776
Male,36.6,34.0,African-American,M,0.754
Female,67.1,21.1,African-American,F,0.27
Female,18.0,22.1,African-American,F,0.278
Female,33.8,29.5,African-American,F,0.256
Female,43.2,38.0,African-American,F,0.237
Female,80.0,34.3,African-American,F,0.246
Male,26.1,5.0,Caucasian,F,0.365
Female,51.1,16.7,African-American,F,0.278
Female,60.5,0.0,Caucasian,M,0.769
Female,22.4,20.2,Caucasian,M,0.745
Female,37.2,17.3,African-American,F,0.278
Female,74.1,22.1,African-American,F,0.269
Male,18.0,1.9,Caucasian,M,0.724
Female,49.0,0.0,African-American,M,0.692
Female,80.0,4.6,Caucasian,M,0.768
Female,28.3,13.3,African-American,M,0.682
Male,27.9,29.3,African-American,M,0.757
Female,44.1,16.6,African-American,F,0.278
Female,27.6,38.0,African-American,F,0.238
Male,63.6,0.0,African-American,M,0.805
Male,44.2,19.2,African-American,M,0.784
Male,20.3,0.0,African-American,F,0.386
Female,42.2,21.8,African-American,F,0.269
Female,18.0,35.7,African-American,F,0.246
Male,30.0,0.0,African-American,M,0.8
Male,54.0,12.4,Caucasian,M,0.735
Male,80.0,21.0,African-American,M,0.776
Male,18.6,23.6,African-American,M,0.759
Male,54.2,38.0,African-American,M,0.751
Female,18.0,5.5,Caucasian,M,0.752
Male,80.0,2.1,African-American,M,0.803
Male,50.6,14.8,African-American,M,0.789
Male,33.9,31.4,African-American,M,0.758
Female,38.4,3.6,Caucasian,M,0.76
Male,28.4,14.7,Caucasian,M,0.722
Male,48.5,29.6,Caucasian,M,0.723
Male,35.6,0.0,Caucasian,M,0.733
Female,61.1,0.0,African-American,M,0.684
Male,61.2,19.9,Caucasian,M,0.734
Male,25.8,6.9,Caucasian,F,0.363
Male,18.0,29.9,Caucasian,F,0.341
Male,38.3,19.0,Caucasian,F,0.346
Male,62.6,38.0,Caucasian,F,0.317
Male,67.4,2.0,African-American,M,0.804
Female,25.0,8.6,African-American,M,0.686
Male,29.7,19.6,Caucasian,M,0.72
Female,80.0,24.7,Caucasian,M,0.758
Female,80.0,29.1,African-American,F,0.256
Male,35.0,0.0,African-American,M,0.802
Female,63.3,0.0,Caucasian,M,0.769
Female,44.1,19.0,Caucasian,M,0.752
Female,33.7,0.0,African-American,M,0.694
Female,61.4,0.0,Caucasian,M,0.769
Male,31.9,19.8,African-American,M,0.776
Male,18.0,8.1,African-American,F,0.373
Female,62.6,18.7,African-American,F,0.274
Female,22.8,25.3,African-American,F,0.269
Female,41.0,34.3,African-American,F,0.246
Female,48.2,15.5,African-American,F,0.28
Female,19.2,26.3,African-American,F,0.269
Male,20.5,17.2,African-American,M,0.771
Male,21.5,7.5,African-American,F,0.376
Female,64.9,20.5,African-American,F,0.27
Female,33.0,36.3,African-American,F,0.241
Female,56.6,19.1,Caucasian,M,0.755
Male,18.0,7.9,African-American,F,0.373
Female,36.8,18.7,African-American,F,0.275
Female,18.0,32.7,African-American,F,0.254
Female,76.1,22.4,African-American,F,0.269
Male,34.0,7.8,African-American,M,0.794
Male,80.0,15.0,African-American,M,0.785
Male,38.0,23.5,African-American,M,0.774
Male,45.0,38.0,Caucasian,M,0.717
Female,58.3,0.0,African-American,M,0.686
Male,33.9,0.0,Caucasian,M,0.732
Male,47.5,19.3,Caucasian,M,0.728
Male,18.0,6.4,African-American,F,0.375
Female,43.0,16.7,African-American,F,0.278
Female,18.1,30.9,African-American,F,0.259
Female,76.2,22.4,African-American,F,0.269
Female,49.9,15.7,African-American,F,0.279
Female,27.7,23.7,African-American,F,0.269
Female,80.0,24.5,African-American,F,0.265
Female,29.5,0.0,Caucasian,M,0.759
Male,62.8,0.0,African-American,M,0.805
Female,61.9,18.2,African-American,F,0.275
Female,21.3,25.7,African-American,F,0.269
Female,30.2,37.1,African-American,F,0.24
Female,52.9,19.0,Caucasian,M,0.754
