sex,age,priors_count,race,c_charge_degree,twoyearrecid
Female,39.3,0.9,African-American,M,0.693
Female,26.6,6.2,Caucasian,M,0.754
Female,36.5,2.7,African-American,M,0.691
Female,21.5,1.9,Caucasian,M,0.755
Male,35.9,5.9,African-American,M,0.796
Male,62.7,8.9,African-American,M,0.796
Female,24.0,0.7,African-American,M,0.694
Male,42.4,8.1,African-American,M,0.795
Male,27.6,10.8,African-American,M,0.787
Female,26.9,1.1,Caucasian,M,0.757
Female,23.8,3.2,African-American,M,0.691
Male,26.6,7.7,African-American,M,0.791
Male,27.3,17.9,African-American,M,0.776
Female,24.8,5.1,African-American,M,0.689
Female,24.1,0.0,Caucasian,M,0.757
Female,31.4,5.0,African-American,M,0.689
Male,40.7,7.8,African-American,M,0.795
Male,25.9,4.5,African-American,M,0.795
Male,35.7,17.1,African-American,M,0.783
Male,31.9,19.2,African-American,M,0.777
Male,36.5,25.8,African-American,M,0.77
Female,55.4,1.2,Caucasian,M,0.766
Female,34.6,5.1,African-American,M,0.689
Male,30.1,10.0,African-American,M,0.79
Female,32.7,10.0,Caucasian,M,0.755
Female,31.3,14.4,Caucasian,M,0.752
Male,49.9,1.9,African-American,M,0.802
Male,35.4,6.1,African-American,M,0.796
Female,24.7,2.0,Caucasian,M,0.756
Female,22.0,1.1,Caucasian,M,0.756
Male,53.3,2.4,African-American,M,0.802
Male,31.3,6.2,African-American,M,0.795
Male,31.0,14.6,African-American,M,0.784
Male,57.2,20.2,African-American,M,0.783
Male,35.4,22.2,African-American,M,0.775
Male,38.0,4.8,African-American,M,0.798
Male,31.4,18.6,African-American,M,0.778
Male,42.6,3.0,African-American,M,0.8
Female,30.6,0.0,African-American,M,0.694
Male,26.8,5.7,African-American,M,0.794
Male,28.1,11.2,African-American,M,0.787
Male,28.1,7.9,African-American,M,0.792
Female,22.2,2.1,Caucasian,M,0.755
Female,23.2,3.3,African-American,M,0.691
Female,30.1,1.9,African-American,M,0.692
Female,21.9,3.8,African-American,M,0.691
Female,33.6,9.8,Caucasian,M,0.755
Female,27.4,0.0,Caucasian,M,0.758
Female,38.6,1.1,Caucasian,M,0.762
Male,34.6,13.4,African-American,M,0.789
Female,27.7,0.0,Caucasian,M,0.758
Female,52.5,0.0,Caucasian,M,0.767
Male,48.6,4.0,African-American,M,0.8
Male,53.5,4.3,African-American,M,0.8
Male,31.5,10.2,African-American,M,0.791
Female,38.9,0.0,Caucasian,M,0.763
Male,42.1,7.0,African-American,M,0.796
Male,49.9,6.9,African-American,M,0.797
Male,34.5,5.9,African-American,M,0.796
Female,62.7,1.3,African-American,M,0.682
Male,30.5,8.9,African-American,M,0.792
Female,48.4,0.0,Caucasian,M,0.766
Male,44.1,3.3,African-American,M,0.8
Female,24.7,1.1,African-American,M,0.693
Female,25.9,5.1,African-American,M,0.689
Male,26.7,8.4,African-American,M,0.79
Male,29.1,6.5,African-American,M,0.794
Female,45.3,2.0,Caucasian,M,0.764
Female,45.2,6.9,Caucasian,M,0.76
Male,41.1,12.8,African-American,M,0.79
Male,27.9,6.9,African-American,M,0.793
Female,45.7,7.2,Caucasian,M,0.76
Female,46.8,2.1,Caucasian,M,0.764
Female,22.1,0.0,African-American,M,0.694
Female,25.4,5.6,African-American,M,0.689
Female,49.1,1.3,African-American,M,0.691
Male,49.9,7.4,African-American,M,0.797
Male,53.2,20.8,African-American,M,0.783
Male,38.6,14.8,African-American,M,0.788
Male,32.0,16.2,African-American,M,0.782
Male,20.5,7.1,African-American,M,0.787
Male,55.6,22.3,African-American,M,0.78
Female,33.5,6.3,African-American,M,0.688
Male,37.4,6.0,African-American,M,0.797
Male,50.2,7.0,African-American,M,0.797
Male,29.1,5.9,African-American,M,0.794
Male,32.1,4.1,African-American,M,0.797
Male,27.9,18.0,African-American,M,0.776
Male,40.8,2.8,African-American,M,0.8
Male,26.6,10.4,African-American,M,0.787
Male,51.4,2.2,African-American,M,0.802
Female,25.3,0.0,Caucasian,M,0.757
Female,39.2,1.3,Caucasian,M,0.762
Female,55.8,0.9,Caucasian,M,0.767
Female,53.4,0.0,Caucasian,M,0.767
Female,27.2,1.3,African-American,M,0.693
Female,25.8,1.4,African-American,M,0.693
Male,57.2,19.5,African-American,M,0.784
Male,51.1,3.5,African-American,M,0.8
Male,35.0,8.3,African-American,M,0.794
Male,23.8,4.7,African-American,M,0.793
Male,35.7,11.2,African-American,M,0.791
Male,31.0,5.9,African-American,M,0.795
Male,37.1,6.3,African-American,M,0.796
Male,36.4,7.7,African-American,M,0.795
Male,63.2,6.0,African-American,M,0.799
Male,26.8,10.2,African-American,M,0.787
Female,45.7,0.9,Caucasian,M,0.765
Male,36.8,20.0,African-American,M,0.779
Male,28.2,14.1,African-American,M,0.782
Male,31.5,4.8,African-American,M,0.796
Female,37.0,0.0,African-American,M,0.694
Male,27.0,10.2,African-American,M,0.788
Female,31.0,1.9,Caucasian,M,0.759
Female,22.1,1.9,Caucasian,M,0.755
Female,30.3,8.0,African-American,M,0.686
Male,37.0,21.6,African-American,M,0.777
Male,36.3,13.3,African-American,M,0.789
Female,31.6,3.3,African-American,M,0.691
Male,34.2,20.0,African-American,M,0.778
Male,33.4,20.1,African-American,M,0.777
Male,31.4,15.1,African-American,M,0.784
Female,24.7,1.2,African-American,M,0.693
Male,67.5,1.6,African-American,M,0.804
Female,30.6,14.0,Caucasian,M,0.752
Female,32.4,5.1,African-American,M,0.689
Male,26.5,4.0,African-American,M,0.795
Male,37.6,3.1,African-American,M,0.799
Male,34.0,20.0,African-American,M,0.778
Male,26.7,9.1,African-American,M,0.789
Female,36.6,5.2,African-American,M,0.689
Female,29.6,1.7,African-American,M,0.692
Male,46.8,10.2,African-American,M,0.793
Female,25.9,5.4,African-American,M,0.689
Male,32.3,18.9,African-American,M,0.778
Male,30.7,16.3,African-American,M,0.781
Male,47.1,6.4,African-American,M,0.797
Female,51.7,0.0,Caucasian,M,0.767
Female,29.2,10.8,Caucasian,M,0.753
Female,39.0,0.8,African-American,M,0.693
Male,58.2,9.9,African-American,M,0.795
Female,22.3,3.7,African-American,M,0.691
Male,29.0,4.0,African-American,M,0.796
Male,30.9,9.4,African-American,M,0.792
Female,21.8,1.4,African-American,M,0.693
Male,29.8,5.0,African-American,M,0.796
Male,40.1,18.3,African-American,M,0.784
Male,25.7,4.1,African-American,M,0.795
Male,46.3,2.8,African-American,M,0.801
Male,48.1,3.0,African-American,M,0.801
Male,28.5,6.3,African-American,M,0.794
Female,22.3,0.0,African-American,M,0.694
Female,28.3,1.2,African-American,M,0.693
Female,20.4,0.7,Caucasian,M,0.755
Male,33.0,14.2,African-American,M,0.786
Male,53.5,28.1,African-American,M,0.772
Female,24.5,2.1,African-American,M,0.692
Male,27.6,10.3,African-American,M,0.788
Male,25.3,0.0,African-American,M,0.799
Female,43.0,6.8,Caucasian,M,0.76
Male,34.8,4.1,African-American,M,0.798
Male,27.7,12.7,African-American,M,0.784
Female,27.6,1.4,African-American,M,0.693
Male,50.7,14.9,African-American,M,0.789
Male,29.1,12.9,African-American,M,0.785
Female,26.9,5.7,Caucasian,M,0.755
Male,30.7,4.7,African-American,M,0.796
Male,57.0,20.3,African-American,M,0.782
Female,35.9,9.3,African-American,M,0.685
Male,29.9,9.4,African-American,M,0.791
Female,34.9,2.2,Caucasian,M,0.76
Male,43.7,6.5,African-American,M,0.797
Male,41.6,2.9,African-American,M,0.8
Male,41.0,17.8,African-American,M,0.785
Male,47.8,7.1,African-American,M,0.797
Male,47.7,6.8,African-American,M,0.797
Male,27.8,11.1,African-American,M,0.787
Male,23.9,0.7,African-American,M,0.798
Male,50.0,7.1,African-American,M,0.797
Male,37.0,12.0,African-American,M,0.791
Male,31.9,6.8,African-American,M,0.795
Female,20.7,1.9,African-American,M,0.693
Male,29.6,10.9,African-American,M,0.789
Male,62.8,12.8,African-American,M,0.792
Male,48.4,10.4,African-American,M,0.793
Female,34.2,0.9,Caucasian,M,0.76
Male,29.9,7.0,African-American,M,0.794
Male,43.0,2.2,African-American,M,0.801
Male,28.9,12.8,African-American,M,0.785
Female,27.0,0.0,Caucasian,M,0.758
Male,28.8,7.3,African-American,M,0.793
Male,29.9,7.9,African-American,M,0.793
Female,32.5,4.0,African-American,M,0.69
Female,21.8,0.7,Caucasian,M,0.756
Female,27.8,1.0,Caucasian,M,0.758
Male,42.8,7.9,African-American,M,0.795
Male,37.5,26.7,African-American,M,0.769
Male,26.1,4.0,African-American,M,0.795
Male,52.2,2.3,African-American,M,0.802
Male,43.5,2.1,African-American,M,0.801
Male,34.8,12.9,African-American,M,0.789
Male,29.0,29.0,African-American,M,0.759
Male,54.8,0.8,African-American,M,0.804
Male,32.1,5.2,African-American,M,0.796
Male,38.5,3.3,African-American,M,0.799
Female,32.6,1.8,African-American,M,0.692
Female,31.6,4.2,African-American,M,0.69
Female,48.0,0.0,Caucasian,M,0.766
Female,20.7,0.0,Caucasian,M,0.756
Male,29.3,10.1,African-American,M,0.79
Female,27.8,0.7,African-American,M,0.694
Male,37.0,6.0,African-American,M,0.796
Male,45.1,15.1,African-American,M,0.788
Male,41.0,13.2,African-American,M,0.79
Male,34.1,18.6,African-American,M,0.78
Male,26.8,13.7,African-American,M,0.782
Male,35.4,5.2,African-American,M,0.797
Female,28.7,0.0,African-American,M,0.694
Male,31.7,10.8,African-American,M,0.79
Female,42.2,1.4,African-American,M,0.692
Female,20.7,1.8,African-American,M,0.693
Female,20.6,0.0,African-American,M,0.694
Male,30.9,18.9,African-American,M,0.777
Male,55.4,5.3,African-American,M,0.799
Female,41.8,1.2,African-American,M,0.693
Male,26.1,2.9,African-American,M,0.796
Male,36.9,6.2,African-American,M,0.796
Male,36.9,5.1,African-American,M,0.797
Male,37.6,5.0,African-American,M,0.798
Male,23.2,6.0,African-American,M,0.791
Male,29.6,6.6,African-American,M,0.794
Female,50.4,0.8,African-American,M,0.69
Male,53.8,7.7,African-American,M,0.797
Female,22.0,0.0,African-American,M,0.694
Male,39.7,4.1,African-American,M,0.799
Male,40.4,2.2,African-American,M,0.801
Female,20.1,0.9,African-American,M,0.694
Male,49.6,4.2,African-American,M,0.8
Male,27.7,13.2,African-American,M,0.783
Male,51.4,1.1,African-American,M,0.803
Female,23.8,1.1,African-American,M,0.693
Male,25.1,10.0,African-American,M,0.786
Male,26.0,6.0,African-American,M,0.793
Male,36.5,21.3,African-American,M,0.777
Female,37.3,0.0,African-American,M,0.694
Male,24.8,12.9,African-American,M,0.782
Female,30.0,2.1,African-American,M,0.692
Male,35.4,9.0,African-American,M,0.793
Male,34.8,12.8,African-American,M,0.789
Male,29.2,0.0,African-American,M,0.8
Male,32.7,3.1,Caucasian,M,0.73
Female,26.0,1.4,African-American,M,0.693
Male,42.7,0.8,Caucasian,M,0.736
Male,32.5,15.5,African-American,M,0.784
Male,34.6,7.9,African-American,M,0.794
Male,22.7,6.3,Caucasian,M,0.723
Male,25.7,10.1,Caucasian,M,0.723
Male,54.2,1.1,Caucasian,M,0.741
Male,21.6,1.4,African-American,M,0.796
Male,39.4,0.0,Caucasian,M,0.735
Male,54.0,8.2,African-American,M,0.796
Male,28.2,7.1,Caucasian,M,0.726
Male,23.0,0.0,African-American,M,0.798
Male,21.0,0.0,African-American,M,0.797
Male,26.2,10.1,African-American,M,0.787
Male,34.9,2.2,African-American,M,0.8
Male,26.1,0.0,Caucasian,M,0.728
Female,29.2,0.0,Caucasian,M,0.759
Male,35.3,0.5,African-American,M,0.802
Male,25.7,0.0,African-American,M,0.799
Male,25.2,3.4,African-American,M,0.796
Male,48.4,0.0,Caucasian,M,0.739
Male,27.2,14.1,African-American,M,0.782
Male,30.9,9.0,Caucasian,M,0.726
Male,27.3,8.9,Caucasian,M,0.724
Male,23.3,1.1,Caucasian,M,0.727
Male,27.2,1.0,Caucasian,M,0.728
Male,23.2,1.2,African-American,M,0.797
Male,35.2,2.0,African-American,M,0.8
Male,32.5,17.2,African-American,M,0.781
Male,21.2,1.2,African-American,M,0.796
Male,39.9,0.0,African-American,M,0.803
Male,51.1,7.0,Caucasian,M,0.736
Male,29.8,0.0,African-American,M,0.8
Male,26.3,1.2,Caucasian,M,0.728
Male,25.9,0.0,African-American,M,0.799
Female,33.4,10.1,Caucasian,M,0.755
Male,31.9,0.7,Caucasian,M,0.731
Male,26.2,1.1,African-American,M,0.798
Male,30.2,0.0,African-American,M,0.8
Female,36.5,0.0,Caucasian,M,0.762
Male,31.0,7.2,African-American,M,0.794
Male,24.4,1.9,Caucasian,M,0.727
Male,57.9,1.2,Caucasian,M,0.742
Male,30.5,6.1,African-American,M,0.795
Male,51.2,0.0,Caucasian,M,0.74
Male,26.9,0.0,Caucasian,M,0.729
Male,28.3,0.0,African-American,M,0.8
Female,38.1,0.0,Caucasian,M,0.762
Male,46.5,8.9,African-American,M,0.795
Male,38.0,10.4,Caucasian,M,0.728
Male,37.1,0.0,Caucasian,M,0.734
Male,22.1,1.8,African-American,M,0.796
Male,21.1,0.0,Caucasian,M,0.726
Female,29.4,10.8,Caucasian,M,0.753
Female,29.5,11.1,Caucasian,M,0.753
Male,42.2,2.3,African-American,M,0.801
Male,23.6,3.8,Caucasian,M,0.725
Male,25.4,0.0,Caucasian,M,0.728
Female,27.3,10.0,Caucasian,M,0.753
Female,21.8,0.0,African-American,M,0.694
Male,20.9,0.0,African-American,M,0.797
Male,32.8,7.0,Caucasian,M,0.728
Male,19.3,0.0,African-American,M,0.797
Male,25.3,3.0,African-American,M,0.796
Male,30.3,6.1,African-American,M,0.795
Male,42.4,1.4,Caucasian,M,0.735
Male,21.3,0.0,African-American,M,0.798
Male,35.6,5.3,African-American,M,0.797
Male,39.0,2.0,Caucasian,M,0.733
Male,40.6,18.2,African-American,M,0.784
Male,30.6,8.1,African-American,M,0.793
Male,30.0,0.0,African-American,M,0.8
Male,29.0,6.0,Caucasian,M,0.727
Male,48.6,3.2,Caucasian,M,0.737
Male,56.2,5.2,African-American,M,0.799
Male,40.5,12.9,African-American,M,0.79
Male,19.8,0.7,African-American,M,0.796
Male,28.7,0.0,African-American,M,0.8
Male,21.8,0.0,African-American,M,0.798
Male,38.3,2.8,African-American,M,0.8
Male,26.7,9.1,Caucasian,M,0.724
Male,33.0,11.0,African-American,M,0.791
Male,37.2,0.0,African-American,M,0.802
Male,50.2,0.2,Caucasian,M,0.739
Female,39.1,2.0,Caucasian,M,0.762
Male,43.5,1.0,African-American,M,0.802
Male,32.2,10.1,Caucasian,M,0.726
Male,29.4,8.4,Caucasian,M,0.726
Male,23.5,0.0,Caucasian,M,0.727
Male,34.6,13.1,African-American,M,0.789
Male,29.3,0.0,Caucasian,M,0.73
Male,24.5,0.9,African-American,M,0.798
Male,22.3,3.1,Caucasian,M,0.725
Female,60.3,0.0,Caucasian,M,0.768
Male,27.5,0.0,Caucasian,M,0.729
Female,50.8,0.0,Caucasian,M,0.767
Male,35.1,6.2,African-American,M,0.796
Male,50.7,1.2,African-American,M,0.803
Male,24.9,4.6,Caucasian,M,0.725
Male,48.9,0.0,African-American,M,0.804
Male,31.0,10.9,African-American,M,0.79
Male,23.3,2.2,African-American,M,0.796
Male,33.1,1.3,African-American,M,0.8
Male,21.9,3.0,Caucasian,M,0.725
Male,22.7,0.0,Caucasian,M,0.727
Male,49.0,0.0,Caucasian,M,0.739
Female,22.8,1.9,Caucasian,M,0.755
Male,29.5,0.0,African-American,M,0.8
Male,43.8,0.0,African-American,M,0.803
Male,19.7,2.0,African-American,M,0.794
Male,24.9,2.9,African-American,M,0.796
Male,25.2,2.3,Caucasian,M,0.727
Female,39.2,2.3,Caucasian,M,0.761
Female,24.1,1.6,African-American,M,0.693
Female,50.7,1.0,African-American,M,0.69
