age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income
19.0,Private,Prof-school,Separated,Professional,Other,Male,26.0,0.785
44.0,Government,HS-grad,Widowed,Other/Unknown,White,Female,44.0,0.825
60.0,Self-Employed,Prof-school,Separated,Professional,White,Female,74.0,0.839
17.0,Other/Unknown,Doctorate,Single,Service,Other,Female,1.0,0.103
17.0,Private,Assoc,Separated,White-Collar,White,Male,27.0,0.128
26.0,Other/Unknown,Bachelors,Divorced,Other/Unknown,Other,Female,50.0,0.183
55.0,Private,School,Single,Service,White,Female,75.0,0.248
43.0,Self-Employed,Prof-school,Widowed,Other/Unknown,White,Male,1.0,0.89
17.0,Private,Prof-school,Separated,Sales,Other,Male,24.0,0.835
17.0,Private,Prof-school,Widowed,Sales,White,Male,75.0,0.801
90.0,Government,Bachelors,Single,Other/Unknown,Other,Female,40.0,0.834
81.0,Private,HS-grad,Single,Other/Unknown,Other,Male,99.0,0.783
90.0,Self-Employed,Prof-school,Single,Blue-Collar,White,Female,43.0,0.837
17.0,Self-Employed,Prof-school,Separated,Blue-Collar,Other,Male,29.0,0.902
30.0,Self-Employed,HS-grad,Widowed,Other/Unknown,White,Male,77.0,0.842
86.0,Private,Prof-school,Separated,Other/Unknown,Other,Female,99.0,0.881
17.0,Other/Unknown,School,Divorced,Blue-Collar,White,Male,1.0,0.053
18.0,Private,Assoc,Widowed,Service,White,Male,40.0,0.196
90.0,Other/Unknown,Assoc,Single,White-Collar,Other,Female,20.0,0.025
30.0,Other/Unknown,Assoc,Single,Blue-Collar,Other,Female,74.0,0.042
74.0,Government,Prof-school,Single,Other/Unknown,Other,Female,1.0,0.912
17.0,Self-Employed,HS-grad,Separated,Sales,White,Female,20.0,0.757
17.0,Private,Prof-school,Single,Professional,Other,Male,49.0,0.814
37.0,Government,HS-grad,Widowed,Service,Other,Female,80.0,0.803
90.0,Private,Prof-school,Single,Other/Unknown,White,Male,99.0,0.75
26.0,Other/Unknown,Doctorate,Married,White-Collar,Other,Male,1.0,0.033
90.0,Other/Unknown,Bachelors,Divorced,Professional,White,Female,18.0,0.148
17.0,Private,Assoc,Separated,Blue-Collar,White,Female,40.0,0.181
36.0,Other/Unknown,Bachelors,Divorced,Professional,White,Female,74.0,0.174
90.0,Other/Unknown,Doctorate,Divorced,White-Collar,Other,Male,99.0,0.037
17.0,Government,School,Single,Other/Unknown,Other,Male,1.0,0.775
19.0,Government,Bachelors,Divorced,Sales,Other,Female,28.0,0.756
40.0,Government,HS-grad,Widowed,Other/Unknown,White,Female,52.0,0.83
53.0,Government,Prof-school,Divorced,Other/Unknown,White,Female,83.0,0.804
90.0,Government,Bachelors,Widowed,Sales,Other,Male,99.0,0.774
17.0,Other/Unknown,Doctorate,Divorced,Service,Other,Male,1.0,0.04
33.0,Other/Unknown,Assoc,Married,White-Collar,White,Female,21.0,0.035
58.0,Other/Unknown,Bachelors,Single,White-Collar,White,Male,50.0,0.126
90.0,Government,Assoc,Single,Service,White,Female,78.0,0.337
17.0,Other/Unknown,Bachelors,Divorced,White-Collar,Other,Female,99.0,0.095
90.0,Private,Prof-school,Single,Other/Unknown,White,Male,31.0,0.742
17.0,Private,Prof-school,Separated,Blue-Collar,Other,Male,13.0,0.785
19.0,Self-Employed,Bachelors,Single,Blue-Collar,White,Male,69.0,0.759
72.0,Private,Prof-school,Single,Other/Unknown,Other,Female,99.0,0.882
17.0,Other/Unknown,School,Divorced,Service,Other,Male,1.0,0.029
43.0,Private,Assoc,Widowed,Blue-Collar,White,Male,22.0,0.194
90.0,Other/Unknown,HS-grad,Married,White-Collar,Other,Female,38.0,0.1
24.0,Private,Assoc,Single,Blue-Collar,White,Male,71.0,0.221
90.0,Other/Unknown,HS-grad,Divorced,Service,White,Male,99.0,0.221
36.0,Private,Assoc,Widowed,Service,White,Male,21.0,0.187
90.0,Other/Unknown,HS-grad,Married,White-Collar,Other,Female,36.0,0.098
17.0,Other/Unknown,Assoc,Single,Blue-Collar,White,Male,68.0,0.123
85.0,Other/Unknown,HS-grad,Divorced,Professional,White,Male,99.0,0.236
17.0,Other/Unknown,Doctorate,Divorced,Blue-Collar,Other,Female,1.0,0.023
17.0,Private,Assoc,Single,White-Collar,White,Male,25.0,0.173
90.0,Private,School,Widowed,White-Collar,Other,Female,40.0,0.349
25.0,Private,Assoc,Single,Service,White,Female,72.0,0.197
80.0,Other/Unknown,Bachelors,Single,White-Collar,White,Male,99.0,0.14
17.0,Other/Unknown,School,Divorced,White-Collar,Other,Male,1.0,0.017
17.0,Private,Assoc,Single,Professional,White,Female,23.0,0.285
90.0,Other/Unknown,Bachelors,Married,Service,Other,Male,40.0,0.093
23.0,Private,Assoc,Single,Professional,White,Female,74.0,0.26
89.0,Other/Unknown,Bachelors,Divorced,White-Collar,White,Female,99.0,0.147
27.0,Government,Prof-school,Widowed,Other/Unknown,White,Female,1.0,0.893
17.0,Private,HS-grad,Divorced,Sales,Other,Female,30.0,0.625
35.0,Private,Some-college,Widowed,Other/Unknown,White,Male,55.0,0.649
39.0,Self-Employed,Bachelors,Married,Sales,Other,Male,85.0,0.718
34.0,Private,Assoc,Separated,Blue-Collar,White,Female,21.0,0.182
47.0,Private,Assoc,Single,Professional,White,Female,74.0,0.232
90.0,Other/Unknown,Prof-school,Married,Professional,White,Female,40.0,0.347
17.0,Private,HS-grad,Widowed,Sales,Other,Male,1.0,0.704
90.0,Private,Prof-school,Separated,Other/Unknown,Other,Male,36.0,0.847
17.0,Government,Bachelors,Single,Professional,White,Female,28.0,0.716
38.0,Government,Prof-school,Widowed,Professional,White,Female,71.0,0.799
90.0,Private,Prof-school,Widowed,Sales,Other,Male,99.0,0.85
17.0,Private,School,Divorced,White-Collar,White,Male,1.0,0.195
17.0,Other/Unknown,Assoc,Married,Service,White,Male,48.0,0.068
90.0,Other/Unknown,HS-grad,Single,Blue-Collar,Other,Female,25.0,0.229
26.0,Private,Assoc,Single,Blue-Collar,Other,Female,80.0,0.178
17.0,Private,HS-grad,Single,Professional,Other,Male,15.0,0.659
43.0,Self-Employed,Prof-school,Widowed,Other/Unknown,Other,Male,43.0,0.93
59.0,Self-Employed,Prof-school,Married,Other/Unknown,White,Male,76.0,0.809
32.0,Self-Employed,Prof-school,Single,Other/Unknown,Other,Male,1.0,0.921
90.0,Self-Employed,Prof-school,Divorced,Sales,Other,Male,41.0,0.835
17.0,Government,HS-grad,Divorced,Sales,White,Female,26.0,0.794
17.0,Government,HS-grad,Widowed,Sales,White,Female,79.0,0.803
90.0,Private,Prof-school,Divorced,Other/Unknown,Other,Female,99.0,0.726
90.0,Other/Unknown,HS-grad,Single,Blue-Collar,Other,Female,22.0,0.227
32.0,Private,Assoc,Single,Blue-Collar,Other,Female,76.0,0.172
90.0,Other/Unknown,HS-grad,Married,White-Collar,White,Male,99.0,0.117
17.0,Self-Employed,Prof-school,Single,Sales,White,Female,1.0,0.92
26.0,Self-Employed,Bachelors,Separated,Professional,Other,Male,25.0,0.726
48.0,Self-Employed,HS-grad,Single,Blue-Collar,White,Male,44.0,0.779
62.0,Self-Employed,Prof-school,Married,Other/Unknown,White,Male,75.0,0.807
90.0,Self-Employed,Bachelors,Single,Blue-Collar,Other,Female,99.0,0.773
23.0,Private,Assoc,Single,White-Collar,White,Female,23.0,0.16
90.0,Other/Unknown,Assoc,Divorced,Blue-Collar,Other,Male,40.0,0.015
25.0,Private,School,Single,Service,White,Female,73.0,0.259
86.0,Other/Unknown,HS-grad,Divorced,White-Collar,White,Female,99.0,0.167
90.0,Self-Employed,Prof-school,Single,Other/Unknown,White,Male,41.0,0.875
17.0,Private,Bachelors,Separated,Blue-Collar,Other,Male,29.0,0.585
32.0,Self-Employed,HS-grad,Widowed,Other/Unknown,White,Male,77.0,0.842
84.0,Private,Prof-school,Single,Other/Unknown,Other,Female,99.0,0.876
30.0,Other/Unknown,Doctorate,Married,White-Collar,White,Female,22.0,0.064
85.0,Private,Some-college,Divorced,Professional,Other,Female,40.0,0.243
18.0,Private,Assoc,Single,Sales,White,Female,76.0,0.404
17.0,Self-Employed,Prof-school,Separated,Blue-Collar,White,Female,1.0,0.848
35.0,Private,Prof-school,Single,Sales,Other,Male,34.0,0.846
74.0,Self-Employed,HS-grad,Widowed,Other/Unknown,White,Male,60.0,0.825
17.0,Private,Prof-school,Separated,Other/Unknown,White,Female,85.0,0.818
90.0,Private,Bachelors,Single,Professional,Other,Male,99.0,0.662
90.0,Other/Unknown,Assoc,Divorced,White-Collar,Other,Male,38.0,0.011
20.0,Private,School,Married,Service,White,Female,70.0,0.196
17.0,Government,Assoc,Separated,Professional,White,Male,1.0,0.338
34.0,Other/Unknown,Bachelors,Divorced,White-Collar,Other,Male,23.0,0.05
80.0,Other/Unknown,School,Separated,Professional,White,Male,65.0,0.084
43.0,Other/Unknown,Assoc,Married,Blue-Collar,White,Female,43.0,0.059
17.0,Other/Unknown,Doctorate,Separated,White-Collar,Other,Male,1.0,0.036
17.0,Private,Assoc,Divorced,Blue-Collar,White,Female,23.0,0.147
30.0,Private,Doctorate,Single,Service,Other,Male,45.0,0.442
50.0,Other/Unknown,Assoc,Single,Sales,White,Female,74.0,0.164
90.0,Other/Unknown,HS-grad,Married,Service,Other,Female,99.0,0.185
17.0,Private,Assoc,Widowed,Service,White,Male,41.0,0.196
90.0,Private,HS-grad,Married,Blue-Collar,Other,Male,22.0,0.326
33.0,Other/Unknown,Assoc,Single,Blue-Collar,Other,Female,71.0,0.042
17.0,Private,Prof-school,Widowed,Sales,White,Male,1.0,0.783
17.0,Government,HS-grad,Single,Professional,Other,Female,27.0,0.761
43.0,Private,Prof-school,Separated,Other/Unknown,White,Female,45.0,0.805
57.0,Government,Bachelors,Married,Service,Other,Female,75.0,0.614
17.0,Other/Unknown,Doctorate,Married,Blue-Collar,White,Male,1.0,0.091
31.0,Private,Assoc,Single,Professional,Other,Female,18.0,0.175
78.0,Other/Unknown,Masters,Divorced,Service,Other,Female,37.0,0.058
90.0,Other/Unknown,Assoc,Single,Blue-Collar,White,Male,70.0,0.081
17.0,Other/Unknown,HS-grad,Divorced,Sales,Other,Female,99.0,0.293
88.0,Government,Prof-school,Separated,Other/Unknown,White,Female,1.0,0.889
17.0,Government,HS-grad,Single,Sales,Other,Male,16.0,0.834
33.0,Self-Employed,Prof-school,Widowed,White-Collar,Other,Male,44.0,0.846
45.0,Government,Bachelors,Married,Other/Unknown,Other,Male,77.0,0.741
90.0,Government,Prof-school,Widowed,Other/Unknown,White,Female,99.0,0.901
25.0,Private,Assoc,Single,White-Collar,White,Female,27.0,0.157
90.0,Other/Unknown,HS-grad,Divorced,Blue-Collar,Other,Female,50.0,0.093
31.0,Private,Assoc,Single,Service,White,Female,79.0,0.19
84.0,Other/Unknown,HS-grad,Separated,White-Collar,White,Male,99.0,0.144
49.0,Government,Prof-school,Separated,Other/Unknown,White,Female,1.0,0.903
17.0,Private,Prof-school,Widowed,Sales,Other,Male,31.0,0.849
31.0,Self-Employed,Prof-school,Single,Other/Unknown,Other,Male,60.0,0.931
37.0,Self-Employed,Bachelors,Separated,Other/Unknown,White,Male,92.0,0.775
90.0,Private,Prof-school,Widowed,Professional,Other,Female,99.0,0.816
17.0,Other/Unknown,Doctorate,Separated,White-Collar,White,Female,1.0,0.096
20.0,Other/Unknown,Assoc,Divorced,Blue-Collar,Other,Male,25.0,0.017
41.0,Other/Unknown,School,Married,Service,White,Female,46.0,0.097
60.0,Other/Unknown,Assoc,Single,Sales,White,Male,73.0,0.123
90.0,Other/Unknown,Assoc,Divorced,Service,White,Female,99.0,0.063
17.0,Self-Employed,Prof-school,Single,Sales,Other,Male,1.0,0.922
17.0,Government,HS-grad,Separated,Other/Unknown,Other,Female,28.0,0.831
32.0,Private,Prof-school,Widowed,Sales,White,Male,49.0,0.785
42.0,Self-Employed,HS-grad,Single,White-Collar,Other,Female,77.0,0.727
90.0,Private,Bachelors,Separated,Other/Unknown,Other,Female,99.0,0.767
17.0,Other/Unknown,School,Divorced,White-Collar,Other,Female,1.0,0.021
40.0,Private,Assoc,Separated,Blue-Collar,White,Male,23.0,0.166
64.0,Other/Unknown,Bachelors,Divorced,Service,White,Female,50.0,0.153
90.0,Other/Unknown,Assoc,Separated,Blue-Collar,Other,Male,76.0,0.027
17.0,Other/Unknown,Assoc,Divorced,White-Collar,White,Male,99.0,0.038
17.0,Government,Prof-school,Separated,Sales,White,Female,1.0,0.868
85.0,Self-Employed,HS-grad,Single,Blue-Collar,Other,Male,22.0,0.749
17.0,Private,Prof-school,Widowed,Other/Unknown,Other,Male,43.0,0.894
44.0,Self-Employed,Prof-school,Separated,Blue-Collar,White,Male,75.0,0.847
84.0,Self-Employed,Bachelors,Married,Other/Unknown,White,Female,1.0,0.678
17.0,Self-Employed,HS-grad,Separated,Blue-Collar,Other,Male,21.0,0.764
33.0,Self-Employed,Bachelors,Married,Blue-Collar,White,Male,50.0,0.674
50.0,Self-Employed,Bachelors,Single,Other/Unknown,White,Male,85.0,0.816
90.0,Self-Employed,Prof-school,Widowed,Blue-Collar,Other,Female,99.0,0.889
90.0,Self-Employed,Prof-school,Separated,Other/Unknown,White,Male,1.0,0.874
17.0,Government,HS-grad,Widowed,Professional,Other,Female,11.0,0.763
42.0,Private,Prof-school,Widowed,Sales,White,Male,38.0,0.776
63.0,Self-Employed,HS-grad,Separated,Other/Unknown,White,Female,68.0,0.799
90.0,Self-Employed,Prof-school,Separated,Other/Unknown,White,Female,1.0,0.873
17.0,Private,HS-grad,Widowed,Sales,Other,Male,17.0,0.731
35.0,Self-Employed,Prof-school,Single,Other/Unknown,Other,Female,43.0,0.913
46.0,Self-Employed,Bachelors,Married,Other/Unknown,White,Male,77.0,0.693
17.0,Other/Unknown,School,Divorced,Professional,Other,Female,1.0,0.034
17.0,Other/Unknown,Doctorate,Married,Service,Other,Male,43.0,0.096
55.0,Private,Assoc,Single,Service,White,Female,18.0,0.217
66.0,Private,Bachelors,Single,White-Collar,White,Female,68.0,0.364
90.0,Other/Unknown,School,Divorced,Service,White,Female,99.0,0.084
79.0,Self-Employed,Prof-school,Single,Blue-Collar,White,Female,1.0,0.843
30.0,Private,Prof-school,Widowed,Blue-Collar,Other,Male,60.0,0.803
52.0,Self-Employed,HS-grad,Separated,Other/Unknown,White,Male,86.0,0.798
90.0,Private,Prof-school,Single,Sales,Other,Female,99.0,0.852
29.0,Government,School,Divorced,Service,Other,Female,1.0,0.333
17.0,Other/Unknown,Assoc,Married,White-Collar,White,Female,27.0,0.038
34.0,Other/Unknown,HS-grad,Single,Blue-Collar,Other,Male,48.0,0.252
51.0,Private,School,Married,Service,White,Female,75.0,0.194
17.0,Self-Employed,Prof-school,Single,Other/Unknown,White,Male,1.0,0.929
34.0,Self-Employed,Bachelors,Married,Blue-Collar,Other,Female,31.0,0.634
53.0,Self-Employed,HS-grad,Widowed,Sales,Other,Male,57.0,0.844
69.0,Self-Employed,Prof-school,Single,White-Collar,White,Female,77.0,0.754
90.0,Self-Employed,Prof-school,Widowed,Sales,Other,Male,99.0,0.914
17.0,Other/Unknown,Bachelors,Single,White-Collar,Other,Male,1.0,0.097
19.0,Government,Doctorate,Married,Professional,White,Female,26.0,0.386
56.0,Other/Unknown,Assoc,Divorced,Blue-Collar,Other,Male,40.0,0.015
80.0,Other/Unknown,School,Separated,Service,Other,Female,67.0,0.079
90.0,Other/Unknown,Doctorate,Married,Professional,White,Female,99.0,0.194
90.0,Government,Prof-school,Married,Other/Unknown,Other,Female,1.0,0.848
17.0,Private,Prof-school,Widowed,Sales,White,Male,16.0,0.785
29.0,Private,Prof-school,Separated,Other/Unknown,Other,Female,41.0,0.885
42.0,Self-Employed,Prof-school,Married,Sales,Other,Male,77.0,0.861
36.0,Private,Assoc,Separated,Service,White,Male,21.0,0.169
60.0,Other/Unknown,HS-grad,Married,Service,Other,Female,41.0,0.147
90.0,Private,Assoc,Single,White-Collar,White,Female,72.0,0.132
17.0,Self-Employed,Prof-school,Single,Professional,White,Female,1.0,0.869
17.0,Government,HS-grad,Widowed,Sales,White,Male,26.0,0.784
34.0,Private,Prof-school,Married,Other/Unknown,Other,Male,50.0,0.805
37.0,Self-Employed,Bachelors,Widowed,Sales,White,Male,83.0,0.74
29.0,Other/Unknown,School,Divorced,Blue-Collar,Other,Female,1.0,0.027
68.0,Private,Bachelors,Single,White-Collar,White,Male,19.0,0.367
74.0,Private,School,Single,Service,White,Female,69.0,0.239
17.0,Other/Unknown,Doctorate,Married,White-Collar,Other,Female,44.0,0.05
90.0,Other/Unknown,HS-grad,Widowed,White-Collar,White,Male,99.0,0.17
17.0,Private,HS-grad,Single,Sales,White,Female,1.0,0.678
82.0,Government,Prof-school,Widowed,Professional,Other,Female,24.0,0.861
17.0,Private,Prof-school,Separated,Other/Unknown,Other,Male,50.0,0.878
59.0,Self-Employed,HS-grad,Widowed,Sales,White,Female,74.0,0.79
17.0,Self-Employed,School,Married,Service,White,Male,1.0,0.335
90.0,Other/Unknown,Prof-school,Divorced,White-Collar,Other,Male,15.0,0.132
40.0,Private,Assoc,Married,Sales,White,Female,30.0,0.247
70.0,Other/Unknown,Assoc,Married,Professional,White,Male,63.0,0.064
24.0,Self-Employed,Prof-school,Separated,Professional,White,Female,1.0,0.853
66.0,Government,HS-grad,Widowed,Sales,Other,Male,21.0,0.826
17.0,Private,Prof-school,Widowed,Other/Unknown,White,Female,46.0,0.84
71.0,Self-Employed,Bachelors,Separated,Professional,White,Male,70.0,0.732
90.0,Private,Masters,Widowed,Other/Unknown,Other,Female,99.0,0.692
27.0,Other/Unknown,Bachelors,Divorced,Other/Unknown,Other,Female,50.0,0.183
55.0,Private,School,Single,Service,White,Female,76.0,0.248
17.0,Private,Prof-school,Widowed,Other/Unknown,Other,Male,1.0,0.884
47.0,Government,HS-grad,Divorced,Sales,White,Female,31.0,0.766
17.0,Private,Some-college,Separated,Sales,Other,Female,79.0,0.659
84.0,Government,Bachelors,Divorced,Other/Unknown,White,Female,60.0,0.752
90.0,Private,Prof-school,Widowed,Professional,Other,Male,99.0,0.788
20.0,Other/Unknown,School,Married,Professional,White,Female,1.0,0.076
90.0,Other/Unknown,Assoc,Divorced,White-Collar,Other,Male,26.0,0.01
17.0,Private,Assoc,Married,Service,White,Male,50.0,0.163
56.0,Other/Unknown,Some-college,Married,Professional,White,Male,77.0,0.103
17.0,Government,Prof-school,Separated,Sales,Other,Male,1.0,0.866
27.0,Self-Employed,Prof-school,Single,Professional,White,Female,22.0,0.849
48.0,Private,HS-grad,Widowed,Other/Unknown,Other,Female,39.0,0.791
65.0,Self-Employed,HS-grad,Single,Service,Other,Female,74.0,0.732
88.0,Private,Prof-school,Widowed,Other/Unknown,Other,Male,99.0,0.888
17.0,Other/Unknown,Some-college,Married,White-Collar,White,Female,1.0,0.059
31.0,Private,Assoc,Divorced,Sales,Other,Male,24.0,0.221
90.0,Other/Unknown,School,Separated,Service,White,Male,41.0,0.064
17.0,Other/Unknown,Assoc,Single,White-Collar,White,Male,73.0,0.068
85.0,Other/Unknown,Assoc,Married,Sales,Other,Male,99.0,0.045
17.0,Government,HS-grad,Single,Sales,Other,Male,1.0,0.839
75.0,Self-Employed,Bachelors,Single,Professional,White,Female,27.0,0.742
17.0,Government,Prof-school,Single,Other/Unknown,White,Male,56.0,0.876
33.0,Self-Employed,Assoc,Divorced,Other/Unknown,White,Male,89.0,0.633
90.0,Government,Prof-school,Single,Sales,Other,Female,99.0,0.9
17.0,Private,Assoc,Single,Service,White,Male,24.0,0.271
64.0,Other/Unknown,HS-grad,Divorced,Service,Other,Female,41.0,0.107
90.0,Private,Assoc,Single,White-Collar,White,Female,71.0,0.132
17.0,Other/Unknown,Assoc,Widowed,Service,White,Female,99.0,0.084
90.0,Government,HS-grad,Widowed,Sales,Other,Male,19.0,0.805
17.0,Private,Prof-school,Separated,Other/Unknown,Other,Female,43.0,0.891
52.0,Self-Employed,Prof-school,Widowed,Service,White,Male,70.0,0.78
17.0,Other/Unknown,Bachelors,Married,Service,White,Male,50.0,0.123
90.0,Private,Assoc,Single,Professional,Other,Male,24.0,0.197
43.0,Private,School,Single,Professional,White,Male,78.0,0.394
90.0,Other/Unknown,Bachelors,Separated,White-Collar,Other,Female,99.0,0.165
17.0,Self-Employed,Masters,Single,Sales,White,Female,1.0,0.756
63.0,Self-Employed,HS-grad,Divorced,Sales,White,Male,32.0,0.741
90.0,Self-Employed,Bachelors,Married,Other/Unknown,White,Male,62.0,0.68
17.0,Private,Prof-school,Separated,White-Collar,Other,Female,79.0,0.774
78.0,Self-Employed,Prof-school,Widowed,Sales,Other,Male,99.0,0.917
29.0,Private,Assoc,Single,Blue-Collar,White,Female,25.0,0.22
68.0,Other/Unknown,School,Married,Service,Other,Male,42.0,0.044
90.0,Private,Assoc,Single,Blue-Collar,White,Female,73.0,0.174
17.0,Other/Unknown,Assoc,Separated,White-Collar,White,Female,99.0,0.035
90.0,Government,Prof-school,Widowed,Other/Unknown,Other,Female,1.0,0.924
17.0,Government,Prof-school,Single,Sales,Other,Male,16.0,0.887
17.0,Private,HS-grad,Widowed,Other/Unknown,White,Male,43.0,0.788
28.0,Self-Employed,School,Single,Other/Unknown,Other,Female,77.0,0.657
17.0,Private,Some-college,Divorced,Service,White,Female,17.0,0.257
85.0,Other/Unknown,Assoc,Widowed,Professional,Other,Female,31.0,0.034
19.0,Other/Unknown,Assoc,Single,Sales,White,Female,66.0,0.186
17.0,Self-Employed,Prof-school,Single,Other/Unknown,Other,Male,1.0,0.924
28.0,Government,HS-grad,Divorced,Sales,White,Female,24.0,0.785
50.0,Self-Employed,Masters,Single,Other/Unknown,White,Male,45.0,0.709
68.0,Self-Employed,Prof-school,Widowed,Sales,Other,Female,72.0,0.928
90.0,Government,HS-grad,Single,Other/Unknown,White,Male,99.0,0.744
17.0,Private,School,Widowed,White-Collar,White,Male,1.0,0.279
41.0,Other/Unknown,Assoc,Single,Professional,White,Male,21.0,0.139
73.0,Private,Doctorate,Married,White-Collar,Other,Male,40.0,0.223
77.0,Other/Unknown,Assoc,Widowed,Sales,White,Female,68.0,0.102
90.0,Self-Employed,Prof-school,Married,Other/Unknown,White,Male,1.0,0.798
17.0,Government,Assoc,Single,Sales,Other,Female,1.0,0.663
17.0,Government,HS-grad,Divorced,Other/Unknown,White,Male,32.0,0.844
35.0,Self-Employed,Prof-school,Single,Sales,White,Female,66.0,0.88
90.0,Government,Bachelors,Single,Sales,Other,Male,99.0,0.768
90.0,Other/Unknown,Assoc,Divorced,Professional,Other,Male,1.0,0.021
17.0,Other/Unknown,Doctorate,Married,White-Collar,White,Female,10.0,0.059
35.0,Private,Assoc,Married,Professional,White,Female,40.0,0.181
56.0,Other/Unknown,Bachelors,Widowed,Professional,White,Female,73.0,0.301
90.0,Other/Unknown,School,Divorced,White-Collar,Other,Male,99.0,0.03
83.0,Private,Prof-school,Separated,Other/Unknown,White,Female,1.0,0.785
19.0,Self-Employed,Prof-school,Single,Other/Unknown,White,Male,43.0,0.915
27.0,Self-Employed,Prof-school,Married,Blue-Collar,White,Female,79.0,0.701
17.0,Other/Unknown,Some-college,Divorced,Service,Other,Female,1.0,0.036
56.0,Other/Unknown,Bachelors,Single,White-Collar,White,Male,14.0,0.12
71.0,Private,Assoc,Divorced,Professional,White,Female,35.0,0.176
90.0,Other/Unknown,Assoc,Single,Professional,Other,Male,62.0,0.04
68.0,Other/Unknown,Bachelors,Married,White-Collar,White,Male,99.0,0.091
17.0,Government,Bachelors,Single,Other/Unknown,White,Female,1.0,0.853
90.0,Government,Prof-school,Widowed,Other/Unknown,Other,Male,40.0,0.921
21.0,Government,HS-grad,Divorced,Sales,Other,Male,25.0,0.796
32.0,Government,HS-grad,Widowed,Other/Unknown,White,Male,78.0,0.844
85.0,Government,Prof-school,Married,Sales,Other,Female,99.0,0.846
90.0,Other/Unknown,Assoc,Separated,Professional,White,Female,1.0,0.05
17.0,Other/Unknown,Doctorate,Married,White-Collar,Other,Female,19.0,0.043
41.0,Private,Assoc,Married,Service,White,Female,50.0,0.157
63.0,Other/Unknown,Bachelors,Divorced,Professional,White,Female,76.0,0.172
45.0,Government,Prof-school,Separated,Other/Unknown,White,Female,1.0,0.903
33.0,Private,Prof-school,Single,Professional,Other,Male,48.0,0.807
41.0,Self-Employed,Bachelors,Separated,Other/Unknown,White,Male,85.0,0.773
90.0,Self-Employed,Prof-school,Single,Blue-Collar,White,Female,42.0,0.838
17.0,Private,HS-grad,Separated,Professional,Other,Male,32.0,0.627
20.0,Self-Employed,Bachelors,Single,Blue-Collar,White,Male,78.0,0.761
85.0,Private,Prof-school,Separated,Other/Unknown,Other,Male,99.0,0.87
45.0,Private,Assoc,Separated,Service,White,Male,17.0,0.165
52.0,Other/Unknown,Some-college,Single,Professional,Other,Female,42.0,0.118
81.0,Government,Assoc,Divorced,Blue-Collar,White,Male,66.0,0.314
90.0,Other/Unknown,HS-grad,Single,White-Collar,White,Female,99.0,0.248
62.0,Self-Employed,Prof-school,Widowed,Other/Unknown,White,Female,1.0,0.871
17.0,Private,Prof-school,Single,Sales,Other,Male,19.0,0.844
40.0,Private,HS-grad,Married,Other/Unknown,Other,Male,46.0,0.68
45.0,Government,Prof-school,Widowed,Sales,Other,Female,78.0,0.932
17.0,Other/Unknown,Doctorate,Married,Service,Other,Male,1.0,0.073
24.0,Private,Assoc,Single,White-Collar,White,Female,21.0,0.16
90.0,Other/Unknown,Assoc,Divorced,White-Collar,Other,Male,40.0,0.011
28.0,Private,Assoc,Single,Service,White,Female,71.0,0.196
87.0,Other/Unknown,HS-grad,Divorced,White-Collar,White,Female,99.0,0.167
40.0,Private,Prof-school,Widowed,Other/Unknown,White,Male,1.0,0.812
17.0,Private,HS-grad,Separated,Blue-Collar,Other,Male,33.0,0.622
17.0,Private,Prof-school,Widowed,Other/Unknown,White,Male,81.0,0.849
81.0,Government,Prof-school,Divorced,Other/Unknown,Other,Female,55.0,0.822
90.0,Private,HS-grad,Widowed,Sales,Other,Male,99.0,0.735
17.0,Government,Doctorate,Married,White-Collar,Other,Male,1.0,0.342
77.0,Other/Unknown,Masters,Separated,Professional,Other,Female,12.0,0.069
81.0,Other/Unknown,Assoc,Single,White-Collar,Other,Female,62.0,0.031
17.0,Other/Unknown,Assoc,Divorced,Service,White,Female,37.0,0.084
90.0,Other/Unknown,Masters,Single,Professional,Other,Female,99.0,0.144
17.0,Other/Unknown,Prof-school,Divorced,Service,Other,Male,1.0,0.239
45.0,Private,Assoc,Single,Professional,White,Female,75.0,0.234
90.0,Other/Unknown,School,Married,Professional,White,Male,40.0,0.07
38.0,Private,Assoc,Widowed,Blue-Collar,White,Male,22.0,0.197
90.0,Other/Unknown,HS-grad,Married,White-Collar,Other,Female,40.0,0.101
40.0,Private,Assoc,Single,Blue-Collar,White,Male,71.0,0.211
43.0,Private,Assoc,Single,Professional,White,Female,18.0,0.259
90.0,Other/Unknown,Bachelors,Married,Service,White,Male,40.0,0.124
50.0,Private,Assoc,Single,Professional,White,Female,72.0,0.23
90.0,Other/Unknown,Bachelors,Divorced,White-Collar,Other,Female,99.0,0.094
90.0,Self-Employed,Prof-school,Single,Sales,White,Female,1.0,0.881
17.0,Government,Prof-school,Separated,Professional,Other,Male,10.0,0.822
17.0,Private,HS-grad,Widowed,Other/Unknown,White,Female,37.0,0.733
28.0,Self-Employed,HS-grad,Single,White-Collar,Other,Male,72.0,0.773
17.0,Other/Unknown,School,Divorced,Service,White,Male,1.0,0.075
52.0,Private,Assoc,Separated,Blue-Collar,White,Male,30.0,0.163
90.0,Other/Unknown,HS-grad,Married,White-Collar,Other,Female,55.0,0.11
17.0,Other/Unknown,Assoc,Single,Blue-Collar,Other,Male,78.0,0.046
